Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,4692,0,15,23.486899060404795,9.482710855081677,1123.0860438663512,10546.795183290707,39.26970957635669,0.0,15,18,20,22,32,51,91,210,410,1100,1100
POST,/cart,536,0,29,38.52239993805719,17.518297070637345,1159.456627909094,18103.86567164179,4.486053779396246,0.0,29,32,35,38,53,73,100,150,1200,1200,1200
POST,/cart/checkout,240,0,16,19.61086253868416,10.241894982755184,88.66347186267376,6807.0875,2.0086807967445877,0.0,16,17,20,21,27,44,82,82,89,89,89
GET,/product/0PUK6V6EV0,71,0,12,18.173950461959336,7.671567844226956,119.88873896189034,8007.56338028169,0.5942347357036072,0.0,12,13,15,16,26,77,99,120,120,120,120
GET,/product/1YMWWN1N4O,87,0,11,15.348864012751086,7.740141823887825,123.90114390291274,8027.482758620689,0.728146788819913,0.0,11,13,14,15,21,33,74,120,120,120,120
GET,/product/2ZYFJ3GM2N,103,0,13,14.728823895973054,8.404736872762442,76.53054292313755,8018.873786407767,0.862058841936219,0.0,13,13,15,17,20,26,51,57,77,77,77
GET,/product/66VCHSJNUP,87,0,12,15.079350167906833,7.413214072585106,95.20873380824924,7993.275862068966,0.728146788819913,0.0,12,13,14,15,21,41,55,95,95,95,95
GET,/product/6E92ZMYYFZ,87,0,12,15.694675121413566,7.429006975144148,89.5090561825782,7973.0344827586205,0.728146788819913,0.0,12,14,16,17,20,32,75,90,90,90,90
GET,/product/9SIQT8TOJO,84,0,11,15.046217221034956,8.158359909430146,107.29198297485709,8036.357142857143,0.7030382788606058,0.0,11,13,15,16,23,36,63,110,110,110,110
GET,/product/L9ECAV7KIM,99,0,12,15.69173162370318,8.336344035342336,109.81701384298503,8004.404040404041,0.8285808286571424,0.0,12,14,16,17,24,35,46,110,110,110,110
GET,/product/LS4PSXUNUM,93,0,11,14.649279530770997,7.474103011190891,95.91243416070938,7996.8494623655915,0.7783638087385277,0.0,11,13,14,15,19,26,90,96,96,96,96
GET,/product/OLJCESPC7Z,92,0,12,14.833027193241794,8.26111901551485,96.65212407708168,8024.413043478261,0.7699943054187587,0.0,12,13,14,15,16,30,67,97,97,97,97
,Aggregated,6271,0,16,23.587887044541574,7.413214072585106,1159.456627909094,10724.656354648381,52.48515531827213,0.0,16,18,21,24,34,52,89,150,410,1200,1200
