Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,6690,0,15,34.819934806217105,8.233664906583726,1428.4952139714733,10547.915994020927,55.94852182139687,0.0,15,18,21,24,41,65,130,720,1400,1400,1400
POST,/cart,757,0,27,38.819434674416115,16.012863954529166,765.7580939121544,17915.167767503302,6.330796863796327,0.0,27,30,35,39,52,83,170,360,770,770,770
POST,/cart/checkout,353,0,15,29.30648400410007,10.19571302458644,1002.6421409565955,6803.9830028328615,2.9521417343726597,0.0,15,18,21,24,40,70,130,250,1000,1000,1000
GET,/product/0PUK6V6EV0,128,0,12,16.79326282646798,6.992729031480849,125.31683093402535,8012.7421875,1.070464991500568,0.0,12,13,15,15,25,53,100,100,130,130,130
GET,/product/1YMWWN1N4O,117,0,12,15.97652862019614,7.654896005988121,124.53517597168684,8021.982905982906,0.9784719062934878,0.0,12,14,15,16,19,46,76,86,120,120,120
GET,/product/2ZYFJ3GM2N,133,0,11,14.865027228545369,7.722310023382306,83.44291208777577,8019.06015037594,1.1122800302310587,0.0,11,13,14,15,23,32,78,83,83,83,83
GET,/product/66VCHSJNUP,130,0,12,20.15294544219684,7.807518006302416,186.08530797064304,7995.053846153846,1.0871910069927642,0.0,13,14,15,17,43,72,110,180,190,190,190
GET,/product/6E92ZMYYFZ,118,0,12,17.247799506718767,7.720511988736689,106.24961496796459,7985.271186440678,0.986834914039586,0.0,12,13,15,16,22,77,91,94,110,110,110
GET,/product/9SIQT8TOJO,121,0,11,18.88686210140278,7.7512979041785,195.86217298638076,8035.851239669421,1.0119239372778805,0.0,11,13,15,16,36,71,86,91,200,200,200
GET,/product/L9ECAV7KIM,116,0,12,18.38647487476982,7.16095301322639,117.63436801265925,7994.362068965517,0.9701088985473896,0.0,12,14,16,17,46,62,98,110,120,120,120
GET,/product/LS4PSXUNUM,125,0,12,17.292583527974784,7.562241982668638,111.240717000328,7997.424,1.0453759682622734,0.0,12,13,15,17,24,51,95,110,110,110,110
GET,/product/OLJCESPC7Z,123,0,11,17.864030563439115,7.739921100437641,180.03666796721518,8029.886178861789,1.028649952770077,0.0,11,13,15,16,25,50,90,110,180,180,180
,Aggregated,8911,0,15,32.780251174575405,6.992729031480849,1428.4952139714733,10709.072045786106,74.52276202548094,0.0,15,19,23,26,42,66,120,610,1400,1400,1400
