Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,0%,25%,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/v1/executeservice/execute/execute/5ad7750b-a68b-49c0-a8c0-32776b067703,6,0,920,3110.6541180051863,513.8720767572522,6379.354442469776,51.0,0.050300572608046185,0.0,510,670,4100,4100,6100,6100,6400,6400,6400,6400,6400,6400,6400
GET,/api/v1/executeservice/execute/execute/8177ac5a-61ac-42f4-83f4-bd7b394d0531,3,0,3100,3519.9173986911774,1423.616025596857,6075.205736793578,51.0,0.025150286304023092,0.0,1400,1400,3100,3100,6100,6100,6100,6100,6100,6100,6100,6100,6100
GET,/api/v1/executeservice/execute/execute/d3c91694-d5b8-424c-9974-e14c89226e49,1,0,5061.821362003684,5061.821362003684,5061.821362003684,5061.821362003684,51.0,0.008383428768007697,0.0,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100,5100
GET,/api/v1/foodservice/foods/2021-07-14/Shang%20Hai/Su%20Zhou/D1345,17,0,2000,5746.7580093070865,909.1463293880224,16423.21622837335,1090.0,0.14251828905613087,0.0,910,1500,2000,2100,15000,15000,16000,16000,16000,16000,16000,16000,16000
POST,/api/v1/inside_pay_service/inside_payment,278,0,710,882.8681325104436,35.253215581178665,5863.312229514122,72.0,2.33059319750614,0.0,35,490,720,1000,1100,1300,1700,2000,2300,2700,5900,5900,5900
POST,/api/v1/orderOtherService/orderOther/refresh,72,0,4700,5011.9221788417135,325.909161940217,17512.76885997504,408.0,0.6036068712965542,0.0,330,1200,4900,6200,7500,8400,10000,12000,14000,18000,18000,18000,18000
POST,/api/v1/orderservice/order/refresh,72,0,14000,10871.601855201232,756.9005889818072,25851.586184464395,1314.0,0.6036068712965542,0.0,760,2500,14000,17000,19000,19000,21000,23000,26000,26000,26000,26000,26000
POST,/api/v1/rebookservice/rebook,54,0,2000,2313.2223277180283,19.238075241446495,6964.419092983007,85.20370370370371,0.4527051534724157,0.0,19,800,2200,3000,3400,3800,4700,5400,5500,7000,7000,7000,7000
GET,/api/v1/routeservice/routes/92708982-77af-4318-be25-57ccb0ff69ad,14,14,5,6.221854527081762,2.2474322468042374,14.346426352858543,175.0,0.11736800275210776,0.11736800275210776,2,3,6,7,8,10,12,14,14,14,14,14,14
POST,/api/v1/travel2service/trips/left,10,3,58000,54251.8877312541,34107.535966672,60014.80027381331,297.5,0.08383428768007697,0.025150286304023092,34000,51000,58000,58000,60000,60000,60000,60000,60000,60000,60000,60000,60000
POST,/api/v1/travelplanservice/travelPlan/quickest,4,4,60003.56360897422,60008.814682019874,60003.56360897422,60012.46464252472,189.0,0.03353371507203079,0.03353371507203079,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
POST,/api/v1/travelservice/trips/left,3,0,53000,46148.733415951334,31884.447627700865,53876.988822594285,327.0,0.025150286304023092,0.0,32000,32000,53000,53000,54000,54000,54000,54000,54000,54000,54000,54000,54000
POST,/api/v1/travelservice/trips/left_parallel,18,18,93,1413.4139530878101,7.240247912704945,4360.679198056459,245.0,0.15090171782413855,0.15090171782413855,7,10,180,690,3700,3900,4300,4400,4400,4400,4400,4400,4400
POST,/api/v1/users/login,186,0,16000,20326.935143445327,2412.196286022663,51444.61575243622,368.0,1.5593177508494318,0.0,2400,9600,16000,24000,29000,34000,43000,47000,50000,51000,51000,51000,51000
,Aggregated,810,39,2000,8329.425559812627,2.2474322468042374,60014.80027381331,349.8506172839506,6.790577302086235,0.3269537219523002,2,700,2000,5800,11000,14000,25000,40000,51000,58000,60000,60000,60000
