Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1979,0,20,32.33067816271136,11.10270619392395,635.607959702611,10545.381000505306,16.65640142246178,0.0,20,23,30,36,60,83,150,210,630,640,640
POST,/cart,206,0,29,37.45255792893252,15.805794857442379,161.23676672577858,18138.752427184467,1.7338143976893012,0.0,29,35,42,47,60,83,110,120,160,160,160
POST,/cart/checkout,100,0,25,35.62613599002361,18.85894499719143,152.1975016221404,6802.42,0.8416574746064569,0.0,25,31,34,40,63,110,140,150,150,150,150
GET,/product/0PUK6V6EV0,36,0,18,24.491993503438103,12.754982337355614,104.34950981289148,8008.972222222223,0.3029966908583245,0.0,19,21,27,28,50,55,100,100,100,100,100
GET,/product/1YMWWN1N4O,33,0,16,21.726031900581084,11.83184701949358,113.75059466809034,8019.0,0.27774696662013076,0.0,16,18,19,20,31,73,110,110,110,110,110
GET,/product/2ZYFJ3GM2N,36,0,18,26.24675145165788,12.121125124394894,126.24181900173426,8012.722222222223,0.3029966908583245,0.0,18,19,29,31,42,91,130,130,130,130,130
GET,/product/66VCHSJNUP,37,0,18,34.11335039984535,11.483697220683098,105.30052054673433,7982.891891891892,0.31141326560438903,0.0,18,24,52,70,93,94,110,110,110,110,110
GET,/product/6E92ZMYYFZ,34,0,16,24.067884694565745,12.136010453104973,100.3332156687975,7968.264705882353,0.2861635413661953,0.0,17,19,21,24,43,84,100,100,100,100,100
GET,/product/9SIQT8TOJO,27,0,18,22.536408466597397,11.81858777999878,102.41805016994476,8029.777777777777,0.22724751814374336,0.0,18,19,20,21,41,47,100,100,100,100,100
GET,/product/L9ECAV7KIM,36,0,19,28.180268101601136,11.32670883089304,97.64385223388672,7995.055555555556,0.3029966908583245,0.0,20,24,29,39,75,82,98,98,98,98,98
GET,/product/LS4PSXUNUM,37,0,17,25.792590392803824,10.210723616182804,91.02390334010124,7990.8378378378375,0.31141326560438903,0.0,17,21,27,36,65,75,91,91,91,91,91
GET,/product/OLJCESPC7Z,36,0,18,22.36902584425277,12.329126708209515,74.98887274414301,8015.083333333333,0.3029966908583245,0.0,19,22,23,23,31,55,75,75,75,75,75
,Aggregated,2597,0,20,32.0627231371055,10.210723616182804,635.607959702611,10697.982287254525,21.857844615529686,0.0,20,25,31,37,59,83,130,190,630,640,640
