Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1963,1963,9,19.59897155625109,2.9997299425303936,1088.6526050744578,0.0,16.417549393911575,16.417549393911575,9,10,11,12,18,25,43,100,1100,1100,1100
POST,/cart,239,239,9,23.828241540115155,3.992508980445564,1074.83431592118,0.0,1.9988763653310577,1.9988763653310577,9,10,11,13,17,23,66,1000,1100,1100,1100
POST,/cart/checkout,122,122,9,10.682477265573489,4.332968033850193,81.1237320303917,0.0,1.0203469312568578,1.0203469312568578,9,11,12,13,16,23,25,37,81,81,81
GET,/product/0PUK6V6EV0,33,33,8,10.937543190789945,3.8110530003905296,47.77607601135969,0.0,0.27599548140554353,0.27599548140554353,8,10,11,14,17,31,48,48,48,48,48
GET,/product/1YMWWN1N4O,43,43,7,8.987850374217297,4.811662947759032,22.561701014637947,0.0,0.35963047577085977,0.35963047577085977,7,10,12,12,16,17,23,23,23,23,23
GET,/product/2ZYFJ3GM2N,39,39,8,34.67127113029934,3.868347965180874,1024.9949239660054,0.0,0.32617647802473326,0.32617647802473326,8,9,11,12,18,25,1000,1000,1000,1000,1000
GET,/product/66VCHSJNUP,35,35,7,9.501244659934725,4.043624037876725,72.9669809807092,0.0,0.29272248027860676,0.29272248027860676,7,8,9,11,13,14,73,73,73,73,73
GET,/product/6E92ZMYYFZ,30,30,9,11.176337162032723,4.887112998403609,29.239300987683237,0.0,0.25090498309594866,0.25090498309594866,9,12,13,14,21,28,29,29,29,29,29
GET,/product/9SIQT8TOJO,30,30,7,7.95097587009271,3.6364910192787647,21.289088996127248,0.0,0.25090498309594866,0.25090498309594866,7,8,9,10,13,14,21,21,21,21,21
GET,/product/L9ECAV7KIM,40,40,7,8.638754824642092,3.7458440056070685,19.138879026286304,0.0,0.3345399774612649,0.3345399774612649,8,9,12,12,14,17,19,19,19,19,19
GET,/product/LS4PSXUNUM,33,33,8,41.629071714300096,4.491018014959991,1076.2294679880142,0.0,0.27599548140554353,0.27599548140554353,8,10,10,14,17,23,1100,1100,1100,1100,1100
GET,/product/OLJCESPC7Z,22,22,6,7.770543595225635,3.7647910648956895,26.121185044758022,0.0,0.18399698760369568,0.18399698760369568,6,7,8,8,10,26,26,26,26,26,26
,Aggregated,2629,2629,9,19.158316339897866,2.9997299425303936,1088.6526050744578,0.0,21.987640018641635,21.987640018641635,9,10,11,12,17,24,42,92,1100,1100,1100
