Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,2327,0,2,3.443139792129007,1.611979678273201,63.45207244157791,2583.0,19.529065225005596,0.0,2,3,3,3,5,8,13,22,58,63,63
,Aggregated,2327,0,2,3.443139792129007,1.611979678273201,63.45207244157791,2583.0,19.529065225005596,0.0,2,3,3,3,5,8,13,22,58,63,63
