Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,6355,0,93,115.63070027156199,5.296653136610985,724.5382405817509,10249.963808025177,53.49021311666672,0.0,93,140,170,190,250,290,370,400,500,720,720
POST,/cart,733,0,120,127.68301153669863,7.352614775300026,485.66528782248497,17526.87175989086,6.169681544377137,0.0,120,160,180,190,260,300,350,380,490,490,490
POST,/cart/checkout,360,0,72,80.61599830527686,7.6041556894779205,379.9063442274928,6550.397222222222,3.0301300900078707,0.0,72,94,110,130,170,190,210,270,380,380,380
GET,/product/0PUK6V6EV0,108,0,96,95.77656424328408,4.512217827141285,306.89044669270515,7709.027777777777,0.9090390270023613,0.0,97,100,110,180,200,200,210,290,310,310,310
GET,/product/1YMWWN1N4O,119,0,95,86.57095560162257,4.8101600259542465,289.83219154179096,7737.3865546218485,1.0016263353081574,0.0,95,100,110,120,200,200,200,200,290,290,290
GET,/product/2ZYFJ3GM2N,153,0,95,87.89883025014908,4.924951121211052,300.20365212112665,7720.281045751634,1.287805288253345,0.0,95,98,100,110,200,200,270,300,300,300,300
GET,/product/66VCHSJNUP,111,0,88,76.44195567715812,5.176473408937454,213.13924994319677,7703.018018018018,0.9342901110857602,0.0,88,97,100,100,190,200,200,210,210,210,210
GET,/product/6E92ZMYYFZ,110,0,95,88.54555388573895,4.806713201105595,293.374958448112,7686.590909090909,0.9258730830579606,0.0,96,100,110,150,190,200,210,280,290,290,290
GET,/product/9SIQT8TOJO,128,0,93,86.12562214693753,5.25905005633831,301.85825005173683,7734.1796875,1.077379587558354,0.0,93,99,100,110,190,200,300,300,300,300,300
GET,/product/L9ECAV7KIM,93,0,88,83.95652365820703,4.984022118151188,288.4888928383589,7704.258064516129,0.7827836065853666,0.0,88,97,100,120,200,210,210,290,290,290,290
GET,/product/LS4PSXUNUM,92,0,94,84.2545333561366,5.491098389029503,393.04406475275755,7713.054347826087,0.774366578557567,0.0,95,98,100,110,190,200,220,390,390,390,390
GET,/product/OLJCESPC7Z,97,0,91,91.0403631896395,5.111490376293659,398.9343363791704,7746.329896907217,0.8164517186965652,0.0,91,100,110,150,200,210,300,400,400,400,400
,Aggregated,8459,0,94,111.73664468565947,4.512217827141285,724.5382405817509,10420.429483390471,71.19964008715716,0.0,94,130,170,180,240,280,360,390,490,720,720
