Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,0%,25%,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/v1/executeservice/execute/collected/d3c91694-d5b8-424c-9974-e14c89226e49,4,0,3400,3368.6918222811073,1528.31023465842,5008.96854698658,45.5,0.033539079955697396,0.0,1500,3400,3500,3500,5000,5000,5000,5000,5000,5000,5000,5000,5000
GET,/api/v1/executeservice/execute/execute/5ad7750b-a68b-49c0-a8c0-32776b067703,1,0,141.3708133623004,141.3708133623004,141.3708133623004,141.3708133623004,51.0,0.008384769988924349,0.0,140,140,140,140,140,140,140,140,140,140,140,140,140
GET,/api/v1/executeservice/execute/execute/8177ac5a-61ac-42f4-83f4-bd7b394d0531,1,0,1189.2045345157385,1189.2045345157385,1189.2045345157385,1189.2045345157385,51.0,0.008384769988924349,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/api/v1/executeservice/execute/execute/d3c91694-d5b8-424c-9974-e14c89226e49,1,0,1104.2277999222279,1104.2277999222279,1104.2277999222279,1104.2277999222279,51.0,0.008384769988924349,0.0,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
GET,/api/v1/foodservice/foods/2021-07-14/Shang%20Hai/Su%20Zhou/D1345,23,0,4100,8474.533144222654,1100.6376454606652,19724.68682937324,1090.0,0.19284970974526006,0.0,1100,2100,4100,15000,16000,17000,18000,19000,20000,20000,20000,20000,20000
POST,/api/v1/inside_pay_service/inside_payment,311,0,1300,1533.1875348457665,87.09075674414635,4709.241290576756,71.88424437299035,2.6076634665554725,0.0,87,800,1300,1800,2100,2200,2900,3400,3900,4100,4700,4700,4700
POST,/api/v1/orderOtherService/orderOther/refresh,74,0,2100,2958.3230773490427,320.6493277102709,11009.484011679888,408.0,0.6204729791804019,0.0,320,1300,2100,2800,3300,5200,7200,8400,8600,11000,11000,11000,11000
POST,/api/v1/orderservice/order/refresh,77,0,12000,10700.582463173316,958.5210923105478,25670.07483355701,1314.0,0.6456272891471749,0.0,960,3100,12000,15000,17000,18000,19000,21000,25000,26000,26000,26000,26000
POST,/api/v1/rebookservice/rebook,31,0,1300,1367.7234367257165,98.65835309028625,5403.909147717059,109.29032258064517,0.2599278696566548,0.0,99,500,1300,1600,1900,2000,2300,3000,5400,5400,5400,5400,5400
GET,/api/v1/routeservice/routes/92708982-77af-4318-be25-57ccb0ff69ad,11,11,6,6.16835066202012,1.9430797547101974,12.589223682880402,175.0,0.09223246987816784,0.09223246987816784,2,3,6,7,11,11,12,13,13,13,13,13,13
POST,/api/v1/travel2service/trips/left,3,3,60005.750900134444,60006.75757539769,60005.750900134444,60008.4881503135,189.0,0.02515430996677305,0.02515430996677305,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
POST,/api/v1/travelplanservice/travelPlan/quickest,6,6,60003.93414031714,60006.21646332244,60003.93414031714,60011.86955720186,189.0,0.0503086199335461,0.0503086199335461,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
POST,/api/v1/travelservice/trips/left,5,0,53000,47556.913987733424,18633.634818717837,59333.41953903437,327.0,0.04192384994462175,0.0,19000,53000,53000,54000,54000,59000,59000,59000,59000,59000,59000,59000,59000
POST,/api/v1/travelservice/trips/left_parallel,11,11,39,977.938572452827,7.903152145445347,3535.1525666192174,245.0,0.09223246987816784,0.09223246987816784,8,10,39,1700,1800,1800,3400,3500,3500,3500,3500,3500,3500
POST,/api/v1/users/login,191,0,24000,27612.91919687168,10346.262976527214,56399.52512085438,368.0,1.6014910678845509,0.0,10000,20000,24000,28000,32000,36000,46000,50000,53000,55000,56000,56000,56000
,Aggregated,811,31,2300,9909.834592349358,1.9430797547101974,60011.86955720186,358.89149198520346,6.8000484610176475,0.2599278696566548,2,1100,2300,7600,17000,20000,27000,43000,53000,60000,60000,60000,60000
