Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,5254,0,500,562.3634721166311,13.135349377989769,2228.819106705487,10254.731252379139,44.249351576708825,0.0,500,600,670,710,980,1200,1600,1800,2100,2200,2200
POST,/cart,594,0,310,369.8585840531622,19.025828689336777,2341.4964126423,17456.276094276094,5.002686493445954,0.0,310,390,430,470,600,820,1300,1500,2300,2300,2300
POST,/cart/checkout,297,0,210,274.5924718703084,39.884986355900764,2025.520360097289,6557.757575757576,2.501343246722977,0.0,210,250,290,310,470,720,1100,1300,2000,2000,2000
GET,/product/0PUK6V6EV0,109,0,210,247.59414123046562,97.28987328708172,1091.9419890269637,7742.926605504587,0.9180013935784663,0.0,210,290,300,300,400,500,800,1000,1100,1100,1100
GET,/product/1YMWWN1N4O,82,0,200,253.28635873000434,93.66231691092253,909.8847126588225,7751.390243902439,0.6906065529672866,0.0,200,290,300,310,400,600,800,910,910,910,910
GET,/product/2ZYFJ3GM2N,112,0,200,242.3893320291037,83.8490379974246,893.7178542837501,7752.651785714285,0.9432674869797085,0.0,200,210,300,300,410,520,710,730,890,890,890
GET,/product/66VCHSJNUP,101,0,210,271.2782980450014,92.01046172529459,895.9196982905269,7719.336633663366,0.8506251445084871,0.0,210,290,300,310,490,700,800,890,900,900,900
GET,/product/6E92ZMYYFZ,87,0,200,244.14513550227744,77.86100078374147,804.3046155944467,7707.0344827586205,0.7327167086360236,0.0,200,220,300,310,400,540,780,800,800,800,800
GET,/product/9SIQT8TOJO,100,0,200,247.4068700429052,84.79662705212831,801.5398057177663,7755.07,0.8422031133747397,0.0,200,300,300,300,400,670,800,800,800,800,800
GET,/product/L9ECAV7KIM,97,0,200,235.06101392708797,11.273818090558052,890.5542381107807,7722.072164948454,0.8169370199734975,0.0,200,290,300,310,400,490,620,890,890,890,890
GET,/product/LS4PSXUNUM,108,0,200,231.76236007431592,88.78019917756319,890.7099077478051,7730.009259259259,0.9095793624447189,0.0,200,210,290,300,410,530,690,800,890,890,890
GET,/product/OLJCESPC7Z,87,0,200,253.93199360790265,96.07209730893373,1093.448931351304,7759.0344827586205,0.7327167086360236,0.0,200,210,300,310,510,610,710,1100,1100,1100,1100
,Aggregated,7028,0,440,494.3250216490403,11.273818090558052,2341.4964126423,10390.939100739897,59.19003480797671,0.0,440,540,620,670,840,1100,1500,1700,2100,2300,2300
