Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1990,0,9,20.583610460349362,6.476958282291889,1069.1208746284246,10549.316582914573,16.68897963705597,0.0,9,10,11,12,19,54,100,200,1100,1100,1100
POST,/cart,217,0,12,23.7487029661918,9.21611487865448,1186.635049059987,17841.84792626728,1.8198535584126356,0.0,12,13,13,14,20,39,67,250,1200,1200,1200
POST,/cart/checkout,102,0,13,15.837372353702198,10.193952359259129,114.6170673891902,6805.323529411765,0.8554150366732205,0.0,13,13,14,14,17,35,61,69,110,110,110
GET,/product/0PUK6V6EV0,32,0,8,13.258203369332477,5.9609971940517426,72.37276434898376,8016.59375,0.2683655017014025,0.0,8,8,9,9,33,62,72,72,72,72,72
GET,/product/1YMWWN1N4O,47,0,8,12.170190130300979,6.837055087089539,82.70395081490278,8023.340425531915,0.3941618306239349,0.0,8,8,9,9,12,40,83,83,83,83,83
GET,/product/2ZYFJ3GM2N,37,0,8,10.733297296069765,6.190081126987934,78.11379060149193,8023.648648648648,0.31029761134224665,0.0,8,8,8,8,14,32,78,78,78,78,78
GET,/product/66VCHSJNUP,39,0,8,10.539679979093563,6.8000853061676025,47.15090338140726,7999.333333333333,0.3270704551985843,0.0,8,8,9,9,12,39,47,47,47,47,47
GET,/product/6E92ZMYYFZ,35,0,8,12.894304442618575,6.133507005870342,57.278797030448914,7986.714285714285,0.293524767485909,0.0,8,9,9,11,33,55,57,57,57,57,57
GET,/product/9SIQT8TOJO,39,0,8,13.020334765315056,6.797900423407555,126.41473114490509,8047.051282051282,0.3270704551985843,0.0,8,8,9,9,13,79,130,130,130,130,130
GET,/product/L9ECAV7KIM,41,0,7,11.72181182518238,6.361799314618111,97.52318076789379,7998.365853658536,0.34384329905492195,0.0,7,8,8,9,16,30,98,98,98,98,98
GET,/product/LS4PSXUNUM,37,0,8,11.629220853383476,5.788388662040234,93.14068593084812,7998.216216216216,0.31029761134224665,0.0,8,8,8,9,13,45,93,93,93,93,93
GET,/product/OLJCESPC7Z,37,0,8,9.104232530336123,6.3330065459012985,42.83449146896601,8030.378378378378,0.31029761134224665,0.0,8,8,9,9,11,16,43,43,43,43,43
,Aggregated,2653,0,10,19.50302754402093,5.788388662040234,1186.635049059987,10673.125518281191,22.249177375431902,0.0,10,11,12,13,19,48,93,200,1100,1200,1200
