user_level,energy_source,throughput_mean,cpu_mean,cpu_max,energy_total,energy_per_request,p95_latency,error_rate
20,joules,9.7,1.1362828204882107,1.4120674663307466,35.80728437824998,0.03651404621467634,23.333333333333332,0.0
40,joules,20.766666666666666,1.2806790865553146,1.4585581484179593,41.78206989045451,0.01989533241551878,22.77777777777778,0.0
60,joules,29.82222222222222,1.257695967580362,1.4576805129168564,36.509106768117405,0.012106188313264186,20.88888888888889,0.0
80,joules,39.78888888888889,1.1871689857025427,1.4009658772930906,34.03382701070669,0.008460928461064028,14.666666666666666,0.0
100,joules,49.43333333333333,1.3070393753606708,1.4786860439755825,40.23964645752403,0.008046415493502199,21.11111111111111,0.0
150,joules,74.32222222222222,1.3142680058168392,1.4756964362055034,41.57749317528288,0.005528523831274961,16.0,0.0
200,joules,100.61111111111111,1.2859957343373434,1.4972185622803453,40.43351879833144,0.003974587979436734,28.0,0.0
300,joules,105.57777777777777,1.1461225318104975,1.435688237407278,33.30551006104079,0.003120925522749518,15.444444444444445,0.0
500,joules,104.63333333333334,1.1264998903007521,1.2521584718750314,32.69064346638494,0.0030903138450292106,26.22222222222222,0.0
