Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1961,0,8,12.490162216525853,5.387591198086739,740.2629377320409,10255.921978582355,16.409329215115534,0.0,8,9,10,10,14,25,57,100,730,740,740
POST,/cart,213,0,10,14.968851699270832,7.72511400282383,108.25009271502495,17528.201877934272,1.7823493742068375,0.0,10,12,14,15,21,35,86,97,110,110,110
POST,/cart/checkout,123,0,10,18.95081360135379,7.575006224215031,813.4200097993016,6549.373983739837,1.0292440048236668,0.0,10,11,12,13,16,23,66,91,810,810,810
GET,/product/0PUK6V6EV0,41,0,6,6.9465085682345595,4.888620227575302,31.707214191555977,7710.975609756098,0.3430813349412222,0.0,6,6,7,7,8,9,32,32,32,32,32
GET,/product/1YMWWN1N4O,36,0,6,7.583236632247766,4.960658028721809,33.95653795450926,7744.444444444444,0.3012421477532683,0.0,6,6,7,8,12,14,34,34,34,34,34
GET,/product/2ZYFJ3GM2N,42,0,6,12.506561220756598,4.981697537004948,92.03660488128662,7744.166666666667,0.351449172378813,0.0,6,8,9,10,17,50,92,92,92,92,92
GET,/product/66VCHSJNUP,40,0,6,12.116407067514956,4.768038168549538,73.6293476074934,7699.975,0.33471349750363144,0.0,6,8,11,14,32,40,74,74,74,74,74
GET,/product/6E92ZMYYFZ,36,0,6,9.870634491865834,5.203363485634327,85.78414469957352,7686.444444444444,0.3012421477532683,0.0,7,7,8,8,11,32,86,86,86,86,86
GET,/product/9SIQT8TOJO,21,0,6,9.14334257443746,4.856407642364502,29.170441441237926,7739.523809523809,0.1757245861894065,0.0,6,7,8,10,21,22,29,29,29,29,29
GET,/product/L9ECAV7KIM,37,0,6,10.128773774045545,4.7966912388801575,44.51974108815193,7707.945945945946,0.3096099851908591,0.0,6,7,8,10,24,41,45,45,45,45,45
GET,/product/LS4PSXUNUM,34,0,6,8.580075713860637,4.782724194228649,44.22949347645044,7714.029411764706,0.2845064728780867,0.0,6,7,8,10,11,32,44,44,44,44,44
GET,/product/OLJCESPC7Z,34,0,6,9.477484423448058,4.8206038773059845,103.34542486816645,7758.794117647059,0.2845064728780867,0.0,6,7,7,8,10,12,100,100,100,100,100
,Aggregated,2618,0,8,12.649478046458308,4.768038168549538,813.4200097993016,10362.74216959511,21.90699841161268,0.0,8,9,10,11,15,28,57,97,730,810,810
