Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,7303,0,1400,1162.2547508838063,5.875763483345509,2676.2433936819434,10248.756675338902,61.529705451408596,0.0,1400,1500,1600,1700,1900,2000,2200,2300,2500,2700,2700
POST,/cart,787,0,870,832.0159333553331,8.104576729238033,2264.796913601458,17172.66581956798,6.630683033035542,0.0,870,1100,1200,1300,1500,1600,1800,2000,2300,2300,2300
POST,/cart/checkout,416,0,420,432.18820933431675,8.03133100271225,1349.298200570047,6550.072115384615,3.504909964095026,0.0,420,540,600,640,790,950,1100,1200,1300,1300,1300
GET,/product/0PUK6V6EV0,123,0,590,536.7759303909128,5.448860116302967,1220.3360786661506,7706.821138211382,1.0363075134223274,0.0,590,680,710,770,910,1100,1200,1200,1200,1200,1200
GET,/product/1YMWWN1N4O,129,0,600,542.7978495930055,5.271865986287594,1289.7317232564092,7714.139534883721,1.0868590994429288,0.0,600,700,770,800,900,1100,1200,1200,1300,1300,1300
GET,/product/2ZYFJ3GM2N,123,0,570,543.2015884198188,5.610503256320953,1298.5482588410378,7726.227642276423,1.0363075134223274,0.0,570,700,770,800,930,1000,1200,1200,1300,1300,1300
GET,/product/66VCHSJNUP,116,0,600,556.4541646022478,5.462944507598877,1199.369969777763,7693.508620689655,0.9773306630649592,0.0,600,710,800,890,1000,1000,1100,1100,1200,1200,1200
GET,/product/6E92ZMYYFZ,126,0,600,561.9952427814641,5.525198765099049,1326.8499672412872,7681.873015873016,1.061583306432628,0.0,600,700,800,800,900,1100,1200,1300,1300,1300,1300
GET,/product/9SIQT8TOJO,122,0,500,503.63908517250763,5.609640851616859,1300.7649658247828,7739.459016393443,1.0278822490855606,0.0,500,690,770,800,910,1100,1200,1200,1300,1300,1300
GET,/product/L9ECAV7KIM,140,0,600,555.8766878143485,5.073149688541889,1406.4712170511484,7698.0142857142855,1.1795370071473645,0.0,600,700,780,810,910,1100,1200,1300,1400,1400,1400
GET,/product/LS4PSXUNUM,135,0,590,569.4033642195993,5.479208193719387,1328.29468883574,7700.014814814815,1.13741068546353,0.0,590,770,820,890,960,1000,1200,1200,1300,1300,1300
GET,/product/OLJCESPC7Z,134,0,600,551.5599372560408,5.259344354271889,1207.7931370586157,7724.94776119403,1.1289854211267631,0.0,600,710,790,800,910,1100,1100,1200,1200,1200,1200
,Aggregated,9654,0,1200,1030.743392571029,5.073149688541889,2676.2433936819434,10351.845970582142,81.33750190714755,0.0,1200,1400,1500,1600,1800,2000,2100,2200,2500,2700,2700
