Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,6747,6747,7,16.980038993681056,2.5298369582742453,1090.9987710183486,0.0,56.46876609942264,56.46876609942264,7,8,9,10,15,24,51,99,1100,1100,1100
POST,/cart,733,733,7,13.882454800436026,2.849609008990228,1079.2940810788423,0.0,6.134816296261567,6.134816296261567,7,8,9,11,15,26,43,86,1100,1100,1100
POST,/cart/checkout,399,399,7,14.371289753758893,3.195415949448943,1029.6945880400017,0.0,3.339415691962299,3.339415691962299,7,8,9,11,18,23,41,55,1000,1000,1000
GET,/product/0PUK6V6EV0,127,127,6,16.247351479709266,3.237372962757945,1053.4372109686956,0.0,1.0629217866646916,1.0629217866646916,6,8,8,9,13,19,31,65,1100,1100,1100
GET,/product/1YMWWN1N4O,139,139,6,14.022865565493703,3.1567340483888984,1006.5261929994449,0.0,1.1633553413101743,1.1633553413101743,6,7,8,8,10,13,31,38,1000,1000,1000
GET,/product/2ZYFJ3GM2N,138,138,6,14.776652157509133,2.7880320558324456,1036.4026930183172,0.0,1.154985878423051,1.154985878423051,6,7,8,8,12,15,32,36,1000,1000,1000
GET,/product/66VCHSJNUP,118,118,6,8.031851699836237,3.389536985196173,34.00647302623838,0.0,0.9875966206805796,0.9875966206805796,6,7,8,9,12,23,33,34,34,34,34
GET,/product/6E92ZMYYFZ,140,140,6,15.064341227324414,3.464100998826325,1051.454488071613,0.0,1.1717248041972979,1.1717248041972979,6,8,8,9,14,16,31,31,1100,1100,1100
GET,/product/9SIQT8TOJO,125,125,6,16.42160928901285,3.1002600444480777,1092.243343940936,0.0,1.0461828608904447,1.0461828608904447,6,7,9,10,13,17,35,40,1100,1100,1100
GET,/product/L9ECAV7KIM,121,121,6,33.04473787434553,3.136036917567253,1076.563004986383,0.0,1.0127050093419503,1.0127050093419503,6,7,9,9,13,16,1000,1100,1100,1100,1100
GET,/product/LS4PSXUNUM,128,128,6,15.080447245964024,2.7817930094897747,1006.0873539187014,0.0,1.0712912495518152,1.0712912495518152,6,7,8,8,11,15,36,46,1000,1000,1000
GET,/product/OLJCESPC7Z,132,132,6,22.838292365618557,2.986507024616003,1085.6367910746485,0.0,1.1047691011003093,1.1047691011003093,6,7,8,8,10,13,29,1000,1100,1100,1100
,Aggregated,9047,9047,7,16.64407091590273,2.5298369582742453,1092.243343940936,0.0,75.71853073980681,75.71853073980681,7,8,9,10,15,24,47,96,1100,1100,1100
