model_variant,entity_name,raw_entity_name,container_id,pod_name,pod_namespace,deployment_name,service_name,service_group,match_status,confidence,provenance,mapping_provenance,mapping_confidence,identity_type,resolution_status,ignored,source_artifact,source_metric,raw_energy_joules,raw_metric_value,allocated_energy_joules,weight_value,series_mean,series_max,series_min,sample_count,inactive_entity,zero_activity
M1,616729ff1464,616729ff1464,616729ff1464,,,,616729ff1464,unknown,unknown,0.0,unmapped,raw,0.2,short_container_id_candidate,unresolved,False,energy.json,kepler_container_cpu_joules_total,2.3443841363635687,2.3443841363635687,0.0,2.3443841363635687,0.01965742618181755,0.02384283636363875,0.016667090909092765,25.0,False,False
M1,7f47bd3743e5,7f47bd3743e5,7f47bd3743e5,,,,7f47bd3743e5,unknown,unknown,0.0,unmapped,raw,0.2,short_container_id_candidate,unresolved,False,energy.json,kepler_container_cpu_joules_total,1.5195083181818476,1.5195083181818476,0.0,1.5195083181818476,0.012693206545454689,0.015061527272726236,0.011382163636368535,25.0,False,False
M1,accounting,accounting,,,,,accounting,primary_application,exact_primary,1.0,metadata.deployment.deployments|sut_containers,source_label,0.9,raw_label,resolved,False,energy.json,kepler_container_cpu_joules_total,1.3362160909090912,1.3362160909090912,1.3362160909090912,1.3362160909090912,0.011132723636363638,0.01809498181818183,0.005785545454545445,25.0,False,False
M1,ad,ad,,,,,ad,primary_application,exact_primary,1.0,metadata.deployment.deployments|sut_containers,source_label,0.9,raw_label,resolved,False,energy.json,kepler_container_cpu_joules_total,0.4406375000000001,0.4406375000000001,0.4406375000000001,0.4406375000000001,0.0036977978181818192,0.004483654545454569,0.002398818181818198,25.0,False,False
M1,cart,cart,,,,,cart,primary_application,exact_primary,1.0,metadata.deployment.deployments|sut_containers,source_label,0.9,raw_label,resolved,False,energy.json,kepler_container_cpu_joules_total,2.7084455,2.7084455,2.7084455,2.7084455,0.02276234690909091,0.04853081818181819,0.005261927272727277,25.0,False,False
M1,checkout,checkout,,,,,checkout,primary_application,exact_primary,1.0,metadata.deployment.deployments|sut_containers,source_label,0.9,raw_label,resolved,False,energy.json,kepler_container_cpu_joules_total,2.811157136363636,2.811157136363636,2.811157136363636,2.811157136363636,0.02343739054545454,0.029082509090909092,0.01852963636363637,25.0,False,False
M1,coredns,coredns,,,,,coredns,kubernetes_system,builtin_group,0.95,builtin_system_service,source_label,0.9,raw_label,resolved,False,energy.json,kepler_container_cpu_joules_total,1.3964462727272422,1.3964462727272422,0.0,1.3964462727272422,0.01165180727272706,0.013598272727271488,0.010858163636365506,25.0,False,False
M1,currency,currency,,,,,currency,primary_application,exact_primary,1.0,metadata.deployment.deployments|sut_containers,source_label,0.9,raw_label,resolved,False,energy.json,kepler_container_cpu_joules_total,0.1370995909090909,0.1370995909090909,0.1370995909090909,0.1370995909090909,0.0011412436363636364,0.0017326181818181816,0.0006281090909090903,25.0,False,False
M1,d76bae99d79e,d76bae99d79e,d76bae99d79e,,,,d76bae99d79e,unknown,unknown,0.0,unmapped,raw,0.2,short_container_id_candidate,unresolved,False,energy.json,kepler_container_cpu_joules_total,22.595293409090843,22.595293409090843,0.0,22.595293409090843,0.18880922981818152,0.21808820000003587,0.17569781818178026,25.0,False,False
M1,email,email,,,,,email,primary_application,exact_primary,1.0,metadata.deployment.deployments|sut_containers,source_label,0.9,raw_label,resolved,False,energy.json,kepler_container_cpu_joules_total,0.1773751363636364,0.1773751363636364,0.1773751363636364,0.1773751363636364,0.0014781054545454546,0.0019454909090909093,0.0009750181818181833,25.0,False,False
M1,flagd,flagd,,,,,flagd,primary_application,exact_primary,1.0,metadata.deployment.deployments|sut_containers,source_label,0.9,raw_label,resolved,False,energy.json,kepler_container_cpu_joules_total,0.11742159090909095,0.11742159090909095,0.11742159090909095,0.11742159090909095,0.0009813236363636364,0.0012785818181818187,0.0006510727272727272,25.0,False,False
M1,flagd-ui,flagd-ui,,,,,flagd-ui,unknown,unknown,0.0,unmapped,source_label,0.9,raw_label,resolved,False,energy.json,kepler_container_cpu_joules_total,1.576991,1.576991,0.0,1.576991,0.013172247272727271,0.015193654545454554,0.012011018181818179,25.0,False,False
M1,fraud-detection,fraud-detection,,,,,fraud-detection,primary_application,exact_primary,1.0,metadata.deployment.deployments|sut_containers,source_label,0.9,raw_label,resolved,False,energy.json,kepler_container_cpu_joules_total,1.828845772727272,1.828845772727272,1.828845772727272,1.828845772727272,0.015359973818181811,0.020638927272727287,0.012836599999999976,25.0,False,False
M1,frontend,frontend,,,,,frontend,primary_application,exact_primary,1.0,metadata.deployment.deployments|sut_containers,source_label,0.9,raw_label,resolved,False,energy.json,kepler_container_cpu_joules_total,50.161122863636365,50.161122863636365,50.161122863636365,50.161122863636365,0.41424773018181815,0.6514737454545455,0.015590527272727275,25.0,False,False
M1,frontend-proxy,frontend-proxy,,,,,frontend-proxy,primary_application,exact_primary,1.0,metadata.deployment.deployments|sut_containers,source_label,0.9,raw_label,resolved,False,energy.json,kepler_container_cpu_joules_total,8.382802863636362,8.382802863636362,8.382802863636362,8.382802863636362,0.06951446109090909,0.10349765454545452,0.020103163636363636,25.0,False,False
M1,image-provider,image-provider,,,,,image-provider,primary_application,exact_primary,1.0,metadata.deployment.deployments|sut_containers,source_label,0.9,raw_label,resolved,False,energy.json,kepler_container_cpu_joules_total,0.10915754545454541,0.10915754545454541,0.10915754545454541,0.10915754545454541,0.0009005170909090908,0.0012714,0.0005854,25.0,False,False
M1,kafka,kafka,,,,,kafka,primary_application,exact_primary,1.0,metadata.deployment.deployments|sut_containers,source_label,0.9,raw_label,resolved,False,energy.json,kepler_container_cpu_joules_total,4.602975909090909,4.602975909090909,4.602975909090909,4.602975909090909,0.03849187781818182,0.04941276363636354,0.03072829090909096,25.0,False,False
M1,kepler,kepler,,,,,kepler,measurement_infrastructure,builtin_group,0.95,builtin_measurement_service,source_label,0.9,raw_label,resolved,False,energy.json,kepler_container_cpu_joules_total,19.424380954545708,19.424380954545708,0.0,19.424380954545708,0.1628579396363657,0.21427703636365383,0.1472177090908975,25.0,False,False
M1,lb-tcp-443,lb-tcp-443,,,,,lb-tcp-443,kubernetes_system,builtin_group,0.95,builtin_system_service,source_label,0.9,raw_label,resolved,False,energy.json,kepler_container_cpu_joules_total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,False,True
M1,lb-tcp-80,lb-tcp-80,,,,,lb-tcp-80,kubernetes_system,builtin_group,0.95,builtin_system_service,source_label,0.9,raw_label,resolved,False,energy.json,kepler_container_cpu_joules_total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,False,True
M1,llm,llm,,,,,llm,primary_application,exact_primary,1.0,metadata.deployment.deployments|sut_containers,source_label,0.9,raw_label,resolved,False,energy.json,kepler_container_cpu_joules_total,2.234126272727272,2.234126272727272,2.234126272727272,2.234126272727272,0.018657502545454546,0.020609400000000003,0.01746723636363636,25.0,False,False
M1,load-generator,load-generator,,,,,load-generator,primary_application,exact_primary,1.0,metadata.deployment.deployments|sut_containers,source_label,0.9,raw_label,resolved,False,energy.json,kepler_container_cpu_joules_total,66.91429918181818,66.91429918181818,66.91429918181818,66.91429918181818,0.559540709090909,0.6348244727272728,0.5108347090909091,25.0,False,False
M1,local-path-provisioner,local-path-provisioner,,,,,local-path-provisioner,kubernetes_system,builtin_group,0.95,builtin_system_service,source_label,0.9,raw_label,resolved,False,energy.json,kepler_container_cpu_joules_total,0.010607409090909906,0.010607409090909906,0.0,0.010607409090909906,9.138690909091612e-05,0.0003263818181818433,0.0,25.0,False,False
M1,metrics-server,metrics-server,,,,,metrics-server,platform_observability,builtin_group,0.95,builtin_platform_service,source_label,0.9,raw_label,resolved,False,energy.json,kepler_container_cpu_joules_total,0.572218499999973,0.572218499999973,0.0,0.572218499999973,0.004772986909090708,0.005486090909093894,0.003938599999999455,25.0,False,False
M1,opensearch,opensearch,,,,,opensearch,unknown,unknown,0.0,unmapped,source_label,0.9,raw_label,resolved,False,energy.json,kepler_container_cpu_joules_total,12.541950818181814,12.541950818181814,0.0,12.541950818181814,0.10379481454545453,0.13073774545454528,0.08345370909090923,25.0,False,False
