Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,6504,0,32,84.40137132671506,5.768679082393646,1430.620813043788,10547.133456334563,54.36192681303563,0.0,32,54,68,77,130,430,890,1100,1400,1400,1400
POST,/cart,751,0,42,83.51992486235741,8.423702092841268,1922.7709400001913,17910.88548601864,6.277030602181697,0.0,42,62,76,83,130,370,710,920,1900,1900,1900
POST,/cart/checkout,363,0,23,65.50165897969043,7.840612903237343,1856.74909199588,6803.732782369146,3.034037428218317,0.0,23,44,57,67,89,180,490,1100,1900,1900,1900
GET,/product/0PUK6V6EV0,112,0,9,41.24795114746251,5.360629875212908,201.52974291704595,8004.553571428572,0.9361217409378829,0.0,9,56,79,86,93,140,190,200,200,200,200
GET,/product/1YMWWN1N4O,139,0,9,45.7338249719561,5.327305058017373,829.4593170285225,8023.057553956834,1.1617939463425513,0.0,9,28,81,91,110,190,200,210,830,830,830
GET,/product/2ZYFJ3GM2N,146,0,8,38.61937643673067,5.292115034535527,831.7052680067718,8022.753424657534,1.220301555151169,0.0,8,23,65,85,92,94,230,240,830,830,830
GET,/product/66VCHSJNUP,115,0,8,41.83974440573998,5.217441124841571,833.2236490678042,7996.973913043478,0.9611964304272905,0.0,8,21,56,87,94,160,200,250,830,830,830
GET,/product/6E92ZMYYFZ,114,0,8,36.84688041501335,5.139301996678114,826.181594049558,7974.096491228071,0.952838200597488,0.0,8,14,59,74,91,100,100,190,830,830,830
GET,/product/9SIQT8TOJO,116,0,8,41.99167467043574,5.480994936078787,722.5026790983975,8032.129310344828,0.969554660257093,0.0,8,33,70,87,94,130,190,210,720,720,720
GET,/product/L9ECAV7KIM,124,0,9,32.54065848886967,5.2616840694099665,194.8954549152404,7986.895161290323,1.0364204988955132,0.0,9,20,70,82,90,100,110,180,190,190,190
GET,/product/LS4PSXUNUM,112,0,9,41.91185151700795,5.366580095142126,244.03119995258749,7994.580357142857,0.9361217409378829,0.0,10,40,82,89,94,120,200,230,240,240,240
GET,/product/OLJCESPC7Z,128,0,9,42.55388707497332,5.522245075553656,205.07861487567425,8020.203125,1.0698534182147235,0.0,10,65,87,89,96,130,190,200,210,210,210
,Aggregated,8724,0,30,77.95982368792488,5.139301996678114,1922.7709400001913,10703.25573131591,72.91719703519725,0.0,30,53,68,78,110,350,810,1000,1400,1900,1900
