Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1994,0,7,12.780693580126512,5.635031498968601,696.2260250002146,10251.640421263792,16.69708186415732,0.0,7,8,10,11,16,29,60,98,690,700,700
POST,/cart,220,0,10,12.582598067820072,7.9049002379179,62.979256734251976,17773.963636363635,1.8422056219230745,0.0,10,11,12,13,19,30,40,44,63,63,63
POST,/cart/checkout,107,0,10,12.637497778877476,7.749284617602825,101.3748599216342,6546.112149532711,0.8959818252080408,0.0,10,10,11,12,15,20,37,97,100,100,100
GET,/product/0PUK6V6EV0,43,0,6,8.217328574595063,5.285528488457203,52.985879592597485,7720.302325581395,0.36006746246678273,0.0,6,7,7,7,10,16,53,53,53,53,53
GET,/product/1YMWWN1N4O,39,0,6,9.043130999765335,5.149215459823608,47.67819121479988,7737.461538461538,0.32657281479545414,0.0,6,7,7,10,19,27,48,48,48,48,48
GET,/product/2ZYFJ3GM2N,31,0,6,9.442656090663325,5.160779692232609,55.985660292208195,7733.4838709677415,0.25958351945279684,0.0,6,7,10,10,15,20,56,56,56,56,56
GET,/product/66VCHSJNUP,42,0,6,8.812796657106706,4.908162169158459,68.56386084109545,7698.380952380952,0.3516938005489506,0.0,6,7,9,9,13,15,69,69,69,69,69
GET,/product/6E92ZMYYFZ,37,0,7,10.171590448432678,5.029321648180485,39.55195005983114,7693.405405405405,0.3098254909597898,0.0,7,8,9,9,24,37,40,40,40,40,40
GET,/product/9SIQT8TOJO,27,0,6,8.494494241420869,5.248826928436756,55.71295972913504,7745.962962962963,0.22608887178146822,0.0,6,7,8,9,10,11,56,56,56,56,56
GET,/product/L9ECAV7KIM,36,0,6,9.338781315212449,4.952576011419296,46.563575975596905,7704.75,0.30145182904195766,0.0,6,7,9,10,23,31,47,47,47,47,47
GET,/product/LS4PSXUNUM,36,0,6,10.733102137843767,5.103021860122681,66.1170044913888,7699.277777777777,0.30145182904195766,0.0,6,7,10,14,22,35,66,66,66,66,66
GET,/product/OLJCESPC7Z,31,0,6,7.516951570587773,5.016361363232136,30.687606893479824,7735.032258064516,0.25958351945279684,0.0,6,7,8,8,10,12,31,31,31,31,31
,Aggregated,2643,0,8,12.309983869182243,4.908162169158459,696.2260250002146,10418.996973136587,22.13158844883039,0.0,8,9,10,11,16,27,56,80,690,700,700
