model_variant,service_name,service_group,container_count,mapped_container_count,raw_energy_joules,allocated_energy_joules,mapped,workload_level,workload_region,users,duration_seconds,total_requests,successful_requests,throughput_mean_rps,error_rate,p95_latency,joules_per_request,joules_per_successful_request,share_of_reference_energy
M1,accounting,primary_application,1,1,533.6363636363637,533.6363636363637,True,low,low,40,120.28197288513184,2314.0,2314.0,19.40655009543144,0.0,15.0,0.23061208454466886,0.23061208454466886,0.0028420662350139977
M1,ad,primary_application,1,1,274.40909090909093,274.40909090909093,True,low,low,40,120.28197288513184,2314.0,2314.0,19.40655009543144,0.0,15.0,0.11858646971006523,0.11858646971006523,0.0014614611465740633
M1,cart,primary_application,1,1,1105.8181818181818,1105.8181818181818,True,low,low,40,120.28197288513184,2314.0,2314.0,19.40655009543144,0.0,15.0,0.47788166889290484,0.47788166889290484,0.005889419707446382
M1,checkout,primary_application,1,1,98.68181818181816,98.68181818181816,True,low,low,40,120.28197288513184,2314.0,2314.0,19.40655009543144,0.0,15.0,0.0426455566905005,0.0426455566905005,0.0005255643778718387
M1,currency,primary_application,1,1,71.72727272727273,71.72727272727273,True,low,low,40,120.28197288513184,2314.0,2314.0,19.40655009543144,0.0,15.0,0.030997092794845606,0.030997092794845606,0.0003820085620828014
M1,email,primary_application,1,1,108.99999999999997,108.99999999999997,True,low,low,40,120.28197288513184,2314.0,2314.0,19.40655009543144,0.0,15.0,0.04710458081244597,0.04710458081244597,0.0005805174473222797
M1,flagd,primary_application,1,1,59.227272727272734,59.227272727272734,True,low,low,40,120.28197288513184,2314.0,2314.0,19.40655009543144,0.0,15.0,0.025595191325528406,0.025595191325528406,0.0003154354603256592
M1,fraud-detection,primary_application,1,1,1203.9545454545453,1203.9545454545453,True,low,low,40,120.28197288513184,2314.0,2314.0,19.40655009543144,0.0,15.0,0.5202915062465624,0.5202915062465624,0.006412079077241545
M1,frontend,primary_application,1,1,12316.681818181818,12316.681818181818,True,low,low,40,120.28197288513184,2314.0,2314.0,19.40655009543144,0.0,15.0,5.322680128859904,5.322680128859904,0.0655967769593729
M1,frontend-proxy,primary_application,1,1,3594.1363636363635,3594.1363636363635,True,low,low,40,120.28197288513184,2314.0,2314.0,19.40655009543144,0.0,15.0,1.553213640292292,1.553213640292292,0.01914182446923269
M1,image-provider,primary_application,1,1,83.77272727272725,83.77272727272725,True,low,low,40,120.28197288513184,2314.0,2314.0,19.40655009543144,0.0,15.0,0.03620256148346035,0.03620256148346035,0.00044616082377604735
