model_variant,service_name,service_group,container_count,mapped_container_count,raw_energy_joules,allocated_energy_joules,mapped,workload_level,workload_region,users,duration_seconds,total_requests,successful_requests,throughput_mean_rps,error_rate,p95_latency,joules_per_request,joules_per_successful_request,share_of_reference_energy
M2,adservice,primary_application,2,2,0.0,24682.572005886283,True,medium,medium,150,120.3131730556488,7997.0,7997.0,66.81947313156219,0.0,500.0,3.086478930334661,3.086478930334661,0.16421406287610857
M2,cartservice,primary_application,2,2,0.0,13318.033609513908,True,medium,medium,150,120.3131730556488,7997.0,7997.0,66.81947313156219,0.0,500.0,1.6653787182085666,1.6653787182085666,0.0886053693276895
M2,checkoutservice,primary_application,2,2,0.0,4283.574913086619,True,medium,medium,150,120.3131730556488,7997.0,7997.0,66.81947313156219,0.0,500.0,0.5356477320353407,0.5356477320353407,0.02849878205336038
M2,currencyservice,primary_application,2,2,0.0,22758.86886252247,True,medium,medium,150,120.3131730556488,7997.0,7997.0,66.81947313156219,0.0,500.0,2.8459258300015593,2.8459258300015593,0.15141559483704128
M2,emailservice,primary_application,2,2,0.0,3671.484026135311,True,medium,medium,150,120.3131730556488,7997.0,7997.0,66.81947313156219,0.0,500.0,0.4591076686426549,0.4591076686426549,0.024426518783076206
M2,frontend,primary_application,2,2,0.0,52850.05064558591,True,medium,medium,150,120.3131730556488,7997.0,7997.0,66.81947313156219,0.0,500.0,6.608734606175554,6.608734606175554,0.3516133382554327
M2,paymentservice,primary_application,2,2,0.0,2223.874335826796,True,medium,medium,150,120.3131730556488,7997.0,7997.0,66.81947313156219,0.0,500.0,0.2780885751940473,0.2780885751940473,0.014795518065335132
M2,productcatalogservice,primary_application,2,2,0.0,12646.817236344034,True,medium,medium,150,120.3131730556488,7997.0,7997.0,66.81947313156219,0.0,500.0,1.5814451964916885,1.5814451964916885,0.0841397420145835
M2,recommendationservice,primary_application,2,2,0.0,8687.362614898213,True,medium,medium,150,120.3131730556488,7997.0,7997.0,66.81947313156219,0.0,500.0,1.0863276997496827,1.0863276997496827,0.057797344228560886
M2,redis-cart,primary_application,2,2,0.0,1338.3263045842136,True,medium,medium,150,120.3131730556488,7997.0,7997.0,66.81947313156219,0.0,500.0,0.16735354565264646,0.16735354565264646,0.008903934317595874
M2,shippingservice,primary_application,2,2,0.0,3846.3329668283463,True,medium,medium,150,120.3131730556488,7997.0,7997.0,66.81947313156219,0.0,500.0,0.4809719853480488,0.4809719853480488,0.02558979524121597
