Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1983,1983,9,19.871284721200357,3.3870209008455276,1084.251633961685,0.0,16.709461602125344,16.709461602125344,9,10,12,13,17,24,40,70,1100,1100,1100
POST,/cart,203,203,9,20.65251562790257,3.4886819776147604,1080.0847499631345,0.0,1.7105500278524683,1.7105500278524683,9,11,12,12,16,22,30,45,1100,1100,1100
POST,/cart/checkout,112,112,8,28.82579006628865,4.1919940849766135,1078.2918280456215,0.0,0.9437517395048101,0.9437517395048101,8,10,11,13,16,30,47,1100,1100,1100,1100
GET,/product/0PUK6V6EV0,33,33,8,8.677423522440773,4.111203015781939,19.250278011895716,0.0,0.27806970896123867,0.27806970896123867,8,9,10,13,15,18,19,19,19,19,19
GET,/product/1YMWWN1N4O,25,25,9,9.429658744484186,3.3468309557065368,20.849913940764964,0.0,0.21065887042518083,0.21065887042518083,9,10,11,11,19,21,21,21,21,21,21
GET,/product/2ZYFJ3GM2N,36,36,8,36.9754624456012,3.3050550846382976,1013.5137030156329,0.0,0.3033487734122604,0.3033487734122604,8,11,11,12,17,24,1000,1000,1000,1000,1000
GET,/product/66VCHSJNUP,36,36,6,7.504223367302782,4.003129084594548,17.130113090388477,0.0,0.3033487734122604,0.3033487734122604,6,8,9,10,11,17,17,17,17,17,17
GET,/product/6E92ZMYYFZ,41,41,9,9.161697442234471,3.7668109871447086,25.150786037556827,0.0,0.34548054749729656,0.34548054749729656,9,11,12,12,14,16,25,25,25,25,25
GET,/product/9SIQT8TOJO,36,36,8,8.916111339608001,2.5627869181334972,19.415696035139263,0.0,0.3033487734122604,0.3033487734122604,8,9,11,11,16,19,19,19,19,19,19
GET,/product/L9ECAV7KIM,35,35,9,10.741230442986957,3.9329039864242077,35.536885960027575,0.0,0.29492241859525314,0.29492241859525314,9,11,12,16,19,27,36,36,36,36,36
GET,/product/LS4PSXUNUM,35,35,8,8.4584987323199,4.197245929390192,23.164586978964508,0.0,0.29492241859525314,0.29492241859525314,8,9,9,10,11,23,23,23,23,23,23
GET,/product/OLJCESPC7Z,34,34,7,39.64385226273033,3.7941979244351387,1058.9990379521623,0.0,0.28649606377824594,0.28649606377824594,8,10,11,12,13,27,1100,1100,1100,1100,1100
,Aggregated,2609,2609,9,19.802822153151446,2.5627869181334972,1084.251633961685,0.0,21.98435971757187,21.98435971757187,9,10,12,13,17,24,36,64,1100,1100,1100
