Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,3334,0,14,17.674674426537035,7.6986129861325026,199.53337000333704,11447.0,27.916228143443192,0.0,14,17,19,21,27,36,50,64,140,200,200
GET,/api/products,2302,0,14,18.343423745228986,6.358181010000408,1045.2597519906703,6136.0,19.27509213743438,0.0,14,17,19,21,29,39,61,77,130,1000,1000
GET,/cart,1123,0,15,18.021055448299418,6.797940994147211,209.59378700354137,9400.0,9.403096642197571,0.0,15,17,19,21,27,37,51,79,180,210,210
POST,/cart,1131,0,14,18.16014775948288,7.130874990252778,1045.073757006321,9400.0,9.470082192631748,0.0,14,17,18,20,28,36,48,65,130,1000,1000
,Aggregated,7890,0,14,17.988681670976803,6.358181010000408,1045.2597519906703,9312.670468948036,66.0644991157069,0.0,14,17,19,21,28,37,52,71,140,1000,1000
