Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1997,1997,8,20.01483711991394,3.1823780154809356,1089.6315210266039,0.0,16.708034496506336,16.708034496506336,8,9,11,12,17,27,69,120,1100,1100,1100
POST,/cart,223,223,8,25.492730228368178,3.4967390820384026,1065.509706037119,0.0,1.8657444630550388,1.8657444630550388,8,10,11,13,20,41,79,1000,1100,1100,1100
POST,/cart/checkout,109,109,9,11.945944536827641,4.2196649592369795,86.66006498970091,0.0,0.9119558137802657,0.9119558137802657,9,10,11,12,19,42,55,76,87,87,87
GET,/product/0PUK6V6EV0,27,27,6,7.864412325606854,3.4999980125576258,34.852709039114416,0.0,0.22589731167034102,0.22589731167034102,6,7,8,8,14,14,35,35,35,35,35
GET,/product/1YMWWN1N4O,36,36,7,8.703099434367484,3.3053559018298984,35.52342101465911,0.0,0.30119641556045473,0.30119641556045473,7,8,9,9,16,25,36,36,36,36,36
GET,/product/2ZYFJ3GM2N,36,36,6,10.284399549062881,3.556358045898378,74.61178803350776,0.0,0.30119641556045473,0.30119641556045473,6,7,10,11,17,31,75,75,75,75,75
GET,/product/66VCHSJNUP,41,41,7,7.972428958476862,3.8242830196395516,25.528668076731265,0.0,0.3430292510549623,0.3430292510549623,7,8,9,9,11,14,26,26,26,26,26
GET,/product/6E92ZMYYFZ,36,36,7,8.109780720486823,3.8323859916999936,22.649407968856394,0.0,0.30119641556045473,0.30119641556045473,7,8,9,11,12,18,23,23,23,23,23
GET,/product/9SIQT8TOJO,30,30,8,8.58346363917614,4.500581067986786,18.406530958600342,0.0,0.2509970129670456,0.2509970129670456,8,9,10,10,17,18,18,18,18,18,18
GET,/product/L9ECAV7KIM,38,38,8,9.818404523876348,4.048928967677057,33.53826201055199,0.0,0.31792954975825777,0.31792954975825777,8,11,11,13,16,26,34,34,34,34,34
GET,/product/LS4PSXUNUM,37,37,7,8.55936567185799,4.050550051033497,26.263206964358687,0.0,0.3095629826593562,0.3095629826593562,7,8,9,9,15,25,26,26,26,26,26
GET,/product/OLJCESPC7Z,36,36,7,8.59447416021592,3.3247940009459853,24.093636078760028,0.0,0.30119641556045473,0.30119641556045473,7,10,12,12,14,15,24,24,24,24,24
,Aggregated,2646,2646,8,18.793661448997547,3.1823780154809356,1089.6315210266039,0.0,22.13793654369342,22.13793654369342,8,9,11,12,17,27,61,100,1100,1100,1100
