Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,6294,0,74,139.2021055113137,6.371394731104374,1506.558976136148,10548.163647918653,52.665204555905035,0.0,74,100,140,160,310,650,950,1100,1400,1500,1500
POST,/cart,719,0,74,120.39361728072913,9.243589825928211,1257.9483296722174,17860.002781641168,6.016250726993282,0.0,74,99,130,150,230,450,790,970,1300,1300,1300
POST,/cart/checkout,357,0,63,97.24315003875424,9.2780701816082,1089.0692509710789,6806.047619047619,2.9872065501204474,0.0,63,85,94,110,190,310,570,720,1100,1100,1100
GET,/product/0PUK6V6EV0,110,0,78,70.710515959019,6.517054513096809,900.6000449880958,8004.981818181818,0.9204277885525188,0.0,79,91,92,94,99,120,300,740,900,900,900
GET,/product/1YMWWN1N4O,122,0,88,86.42156799247519,6.401478312909603,898.0572363361716,8029.991803278688,1.020838092758248,0.0,88,94,97,98,140,280,300,800,900,900,900
GET,/product/2ZYFJ3GM2N,125,0,88,90.2086575627327,6.097806617617607,985.815548337996,8021.48,1.0459406688096804,0.0,88,94,97,99,180,270,300,800,990,990,990
GET,/product/66VCHSJNUP,124,0,89,76.76382857795444,6.612471304833889,297.91194200515747,7993.040322580645,1.037573143459203,0.0,90,94,97,99,180,200,290,300,300,300,300
GET,/product/6E92ZMYYFZ,138,0,88,83.30156044035718,6.557733751833439,893.7818966805935,7983.326086956522,1.1547184983658874,0.0,89,94,99,100,190,200,290,310,890,890,890
GET,/product/9SIQT8TOJO,111,0,89,76.67020986041238,5.768273025751114,290.6301040202379,8035.396396396396,0.9287953139029963,0.0,89,94,96,99,110,220,280,280,290,290,290
GET,/product/L9ECAV7KIM,107,0,92,94.65383193412117,6.861824542284012,987.436736933887,7993.102803738318,0.8953252125010865,0.0,92,96,98,100,190,200,300,300,990,990,990
GET,/product/LS4PSXUNUM,104,0,88,91.65409625543711,6.260081194341183,980.3554033860564,7995.807692307692,0.8702226364496541,0.0,88,97,100,100,190,210,290,720,980,980,980
GET,/product/OLJCESPC7Z,123,0,84,82.5866369182259,6.419395096600056,711.849513463676,8031.861788617886,1.0292056181087257,0.0,84,93,96,100,180,290,310,600,710,710,710
,Aggregated,8434,0,75,128.80690105171962,5.768273025751114,1506.558976136148,10692.86755987669,70.57170880592676,0.0,75,97,120,150,260,560,900,1100,1400,1500,1500
