Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,7932,0,2,3.3205906768713147,1.559581607580185,102.23859921097755,2583.0,66.43904624145706,0.0,2,3,3,3,4,6,12,20,89,100,100
,Aggregated,7932,0,2,3.3205906768713147,1.559581607580185,102.23859921097755,2583.0,66.43904624145706,0.0,2,3,3,3,4,6,12,20,89,100,100
