Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,7382,0,1200,1095.2940045056582,5.8043645694851875,2941.9554276391864,10248.115009482524,62.04839898033528,0.0,1200,1400,1500,1600,1700,1900,2000,2100,2500,2900,2900
POST,/cart,829,0,890,844.787807802617,8.528371341526508,2314.563508145511,17316.846803377564,6.968046973001618,0.0,890,1100,1200,1300,1500,1600,1800,1900,2300,2300,2300
POST,/cart/checkout,419,0,390,396.8405260555535,7.498210296034813,1264.3625987693667,6549.178997613365,3.521847625678743,0.0,390,470,570,620,730,810,890,950,1300,1300,1300
GET,/product/0PUK6V6EV0,140,0,500,496.5613490569272,5.884075537323952,1196.6727888211608,7687.057142857143,1.1767509966468355,0.0,500,630,700,770,830,930,1100,1100,1200,1200,1200
GET,/product/1YMWWN1N4O,124,0,510,514.1172816886777,5.62835019081831,1299.847947433591,7723.387096774193,1.0422651684586257,0.0,510,610,710,760,930,1000,1100,1100,1300,1300,1300
GET,/product/2ZYFJ3GM2N,141,0,500,499.5672658733125,6.236707791686058,1219.5485569536686,7717.156028368794,1.1851563609085984,0.0,500,640,780,790,890,930,1100,1200,1200,1200,1200
GET,/product/66VCHSJNUP,145,0,520,521.4884533450521,5.739543586969376,1410.4459080845118,7679.834482758621,1.218777817955651,0.0,520,680,700,740,880,920,1200,1300,1400,1400,1400
GET,/product/6E92ZMYYFZ,174,0,580,578.9258724035717,5.730173550546169,1220.4251931980252,7678.764367816092,1.4625333815467811,0.0,580,700,790,860,980,1100,1200,1200,1200,1200,1200
GET,/product/9SIQT8TOJO,163,0,510,498.62636969156245,5.914391949772835,1222.8783993050456,7726.453987730061,1.370074374667387,0.0,510,610,700,790,900,1000,1100,1200,1200,1200,1200
GET,/product/L9ECAV7KIM,144,0,590,559.9296051206895,5.768481642007828,1512.6316081732512,7690.645833333333,1.2103724536938878,0.0,600,700,780,800,910,1000,1200,1400,1500,1500,1500
GET,/product/LS4PSXUNUM,125,0,510,500.4886668100953,5.51218818873167,1233.4272218868136,7685.0,1.0506705327203887,0.0,510,630,700,730,900,1000,1100,1100,1200,1200,1200
GET,/product/OLJCESPC7Z,139,0,520,561.564153763834,5.476834252476692,1416.3437196984887,7718.741007194245,1.1683456323850723,0.0,520,700,800,880,1000,1000,1100,1300,1400,1400,1400
,Aggregated,9925,0,1100,970.745301792112,5.476834252476692,2941.9554276391864,10349.968765743073,83.42324029799887,0.0,1100,1300,1400,1500,1700,1800,2000,2100,2500,2900,2900
