Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,0%,25%,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/v1/adminbasicservice/adminbasic/configs,16,0,86,1053.4098132629879,15.081741847097874,7459.418909624219,191.0,0.133979014107111,0.0,15,55,92,100,100,100,7500,7500,7500,7500,7500,7500,7500
GET,/api/v1/adminbasicservice/adminbasic/prices,13,0,99,713.4212356490584,18.390880897641182,7214.180425740778,1685.0,0.10885794896202768,0.0,18,74,99,100,110,200,1100,7200,7200,7200,7200,7200,7200
GET,/api/v1/assuranceservice/assurances/types,8,0,92,862.0238233124837,9.308751672506332,2993.30329708755,108.0,0.0669895070535555,0.0,9,10,93,1700,1900,1900,3000,3000,3000,3000,3000,3000,3000
GET,/api/v1/cancelservice/cancel/8177ac5a-61ac-42f4-83f4-bd7b394d0531/4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,1,0,20312.958636321127,20312.958636321127,20312.958636321127,20312.958636321127,41.0,0.008373688381694437,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/api/v1/cancelservice/cancel/ccbbf803-97e4-4a43-8604-98f42940eb1a/4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,2,0,3141.7850479483604,3691.1161970347166,3141.7850479483604,4240.447346121073,41.0,0.016747376763388874,0.0,3100,3100,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200
GET,/api/v1/cancelservice/cancel/d3c91694-d5b8-424c-9974-e14c89226e49/4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,1,0,20406.245732679963,20406.245732679963,20406.245732679963,20406.245732679963,41.0,0.008373688381694437,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/api/v1/cancelservice/cancel/e8f1d2b6-e34b-4ec8-a8bb-e41da6187a0e/4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,1,0,1845.9115223959088,1845.9115223959088,1845.9115223959088,1845.9115223959088,41.0,0.008373688381694437,0.0,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
PUT,/api/v1/consignservice/consigns,8,0,90,1625.9091959800571,28.185982257127762,7178.603813052177,388.0,0.0669895070535555,0.0,28,87,110,170,5300,5300,7200,7200,7200,7200,7200,7200,7200
GET,/api/v1/contactservice/contacts/account/4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,8,0,54,1022.4727571476251,12.152113020420074,2947.0592103898525,459.0,0.0669895070535555,0.0,12,18,630,2100,2400,2400,2900,2900,2900,2900,2900,2900,2900
GET,/api/v1/executeservice/execute/collected/5ad7750b-a68b-49c0-a8c0-32776b067703,1,0,3995.1817160472274,3995.1817160472274,3995.1817160472274,3995.1817160472274,51.0,0.008373688381694437,0.0,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
GET,/api/v1/executeservice/execute/collected/8781e4b1-b390-4d7b-abdc-9ee29e622644,1,0,864.4122406840324,864.4122406840324,864.4122406840324,864.4122406840324,41.0,0.008373688381694437,0.0,860,860,860,860,860,860,860,860,860,860,860,860,860
GET,/api/v1/executeservice/execute/collected/e8f1d2b6-e34b-4ec8-a8bb-e41da6187a0e,1,0,2498.6348431557417,2498.6348431557417,2498.6348431557417,2498.6348431557417,51.0,0.008373688381694437,0.0,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
GET,/api/v1/executeservice/execute/execute/5ad7750b-a68b-49c0-a8c0-32776b067703,1,0,3654.6441009268165,3654.6441009268165,3654.6441009268165,3654.6441009268165,51.0,0.008373688381694437,0.0,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700
GET,/api/v1/executeservice/execute/execute/7918aa48-7b0b-4080-83b4-34f07fb47af7,2,0,1143.6421144753695,1802.9291657730937,1143.6421144753695,2462.216217070818,51.0,0.016747376763388874,0.0,1100,1100,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
GET,/api/v1/executeservice/execute/execute/8177ac5a-61ac-42f4-83f4-bd7b394d0531,3,0,4100,4077.3160460715494,3742.291667498648,4396.817199885845,51.0,0.02512106514508331,0.0,3700,3700,4100,4100,4400,4400,4400,4400,4400,4400,4400,4400,4400
GET,/api/v1/executeservice/execute/execute/c36d1d90-85c8-4f9a-8956-c3643bbe39d7,1,0,1603.8732314482331,1603.8732314482331,1603.8732314482331,1603.8732314482331,51.0,0.008373688381694437,0.0,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
GET,/api/v1/executeservice/execute/execute/ccbbf803-97e4-4a43-8604-98f42940eb1a,1,0,243.0940866470337,243.0940866470337,243.0940866470337,243.0940866470337,51.0,0.008373688381694437,0.0,240,240,240,240,240,240,240,240,240,240,240,240,240
GET,/api/v1/foodservice/foods/2021-07-14/Shang%20Hai/Su%20Zhou/D1345,15,0,1200,3522.891647554934,205.28576709330082,14266.861390322447,1090.0,0.12560532572541655,0.0,210,630,1200,1600,2300,12000,14000,14000,14000,14000,14000,14000,14000
POST,/api/v1/inside_pay_service/inside_payment,645,0,540,691.4524561285164,6.91024586558342,6903.546659275889,71.85116279069767,5.401029006192912,0.0,7,300,540,740,900,1000,1400,1900,2400,2500,6900,6900,6900
POST,/api/v1/orderOtherService/orderOther/refresh,50,0,440,1357.4686517938972,16.508955508470535,5804.821524769068,943.58,0.41868441908472187,0.0,17,200,450,800,940,1200,5400,5600,5800,5800,5800,5800,5800
POST,/api/v1/orderservice/order/refresh,50,0,920,2167.036131788045,280.8497780933976,10405.127071775496,1608.48,0.41868441908472187,0.0,280,770,930,1200,2400,2800,10000,10000,10000,10000,10000,10000,10000
POST,/api/v1/preserveotherservice/preserveOther,5,0,31000,22704.63095512241,9455.739633180201,31056.518866680562,46.0,0.041868441908472186,0.0,9500,12000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000
POST,/api/v1/preserveservice/preserve,2,0,20000,26873.23103286326,19623.641510494053,34122.820555232465,46.0,0.016747376763388874,0.0,20000,20000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000
POST,/api/v1/rebookservice/rebook,22,0,220,506.37209284203976,86.73257287591696,3783.4134427830577,107.5909090909091,0.1842211443972776,0.0,87,160,260,440,520,640,800,1200,3800,3800,3800,3800,3800
GET,/api/v1/routeservice/routes/92708982-77af-4318-be25-57ccb0ff69ad,13,13,2.0089996978640556,3.842687664123682,2.0089996978640556,12.062815017998219,175.0,0.10885794896202768,0.10885794896202768,2,2,2,2,2,7,8,12,12,12,12,12,12
POST,/api/v1/travel2service/trips/left,14,0,6600,13165.524890513292,2667.056616395712,36453.84229719639,344.0,0.11723163734372212,0.0,2700,4900,8200,15000,15000,25000,36000,36000,36000,36000,36000,36000,36000
POST,/api/v1/travelplanservice/travelPlan/quickest,10,6,60000,48564.14033155888,11920.38568854332,60006.04397710413,265.8,0.08373688381694437,0.05024213029016662,12000,37000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
POST,/api/v1/travelservice/trips/left,3,0,9900,16845.010195237894,6324.175112880766,34301.12216155976,327.0,0.02512106514508331,0.0,6300,6300,9900,9900,34000,34000,34000,34000,34000,34000,34000,34000,34000
POST,/api/v1/travelservice/trips/left_parallel,12,12,210,742.270222476994,10.431438684463501,3415.1120288297534,245.0,0.10048426058033325,0.10048426058033325,10,81,260,280,820,820,3200,3400,3400,3400,3400,3400,3400
POST,/api/v1/users/login,142,0,1200,2760.790966103562,270.4315194860101,17002.85431649536,368.0,1.18906375020061,0.0,270,580,1300,1700,2200,2400,9800,14000,16000,17000,17000,17000,17000
,Aggregated,1052,31,600,2003.6177019059248,2.0089996978640556,60006.04397710413,277.8222433460076,8.809120177542548,0.25958433983252754,2,300,620,900,1200,1400,2600,8800,17000,34000,60000,60000,60000
