Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,6334,0,76,124.10478374691704,6.432113237679005,1555.8165898546576,10551.796810862015,52.9938533407553,0.0,76,100,130,140,200,490,890,1000,1500,1600,1600
POST,/cart,798,0,83,114.05261947579663,9.309972636401653,1361.147217452526,17900.507518796992,6.67652272906895,0.0,83,110,140,150,190,330,570,770,1400,1400,1400
POST,/cart/checkout,347,0,61,81.67488368963474,9.075590409338474,684.7936706617475,6805.423631123919,2.903199733066323,0.0,61,80,92,97,140,200,530,620,680,680,680
GET,/product/0PUK6V6EV0,103,0,72,68.25564350498823,5.877811461687088,198.734269477427,8013.320388349514,0.8617566931003783,0.0,72,93,98,100,130,170,170,190,200,200,200
GET,/product/1YMWWN1N4O,104,0,76,69.29797655902803,6.228040903806686,204.3721405789256,8027.182692307692,0.8701232629363043,0.0,79,93,97,98,130,170,200,200,200,200,200
GET,/product/2ZYFJ3GM2N,112,0,74,66.92100939108059,5.913009867072105,272.41935953497887,8033.375,0.9370558216237124,0.0,74,94,97,99,100,130,200,250,270,270,270
GET,/product/66VCHSJNUP,123,0,75,76.01463502439542,6.011554971337318,764.5848300307989,7995.1056910569105,1.0290880898188983,0.0,75,95,98,99,120,170,200,570,760,760,760
GET,/product/6E92ZMYYFZ,111,0,71,69.92731582339819,6.588631309568882,345.0917834416032,7981.864864864865,0.9286892517877864,0.0,71,92,97,98,110,190,200,330,350,350,350
GET,/product/9SIQT8TOJO,121,0,74,72.1779218990325,7.0204827934503555,304.13223803043365,8034.619834710744,1.0123549501470464,0.0,74,95,98,99,110,160,200,200,300,300,300
GET,/product/L9ECAV7KIM,122,0,84,68.41287819180089,6.547152996063232,197.79694639146328,8002.950819672131,1.0207215199829724,0.0,84,93,96,97,100,120,190,190,200,200,200
GET,/product/LS4PSXUNUM,103,0,63,78.33587391826424,6.098912097513676,766.43624342978,7995.922330097087,0.8617566931003783,0.0,63,91,95,96,100,160,740,760,770,770,770
GET,/product/OLJCESPC7Z,110,0,72,64.65531546114521,6.072143092751503,203.5289527848363,8038.609090909091,0.9203226819518603,0.0,75,93,96,98,100,130,190,200,200,200,200
,Aggregated,8488,0,76,115.04944164677225,5.877811461687088,1555.8165898546576,10787.802309142318,71.01544476733991,0.0,76,98,120,140,190,380,820,980,1400,1600,1600
