Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,4002,0,3,4.721396378120933,1.8205894157290459,98.0106983333826,2583.0,33.547456811438536,0.0,3,3,4,4,7,13,25,42,86,98,98
,Aggregated,4002,0,3,4.721396378120933,1.8205894157290459,98.0106983333826,2583.0,33.547456811438536,0.0,3,3,4,4,7,13,25,42,86,98,98
