Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,2923,0,15,23.48866219332985,8.914934005588293,1137.016367050819,10547.984946972289,24.464212367747226,0.0,15,17,19,22,32,55,82,120,1100,1100,1100
POST,/cart,309,0,28,37.23481201045335,16.931704943999648,333.1006100634113,17896.546925566345,2.586192823001674,0.0,28,31,35,39,55,88,140,220,330,330,330
POST,/cart/checkout,173,0,15,21.330519892932106,10.573129053227603,103.71001996099949,6802.630057803468,1.4479331986384776,0.0,15,17,19,20,36,69,88,98,100,100,100
GET,/product/0PUK6V6EV0,41,0,12,18.30145997483647,8.344950969330966,83.95564602687955,8007.878048780488,0.3431517985212577,0.0,12,15,17,18,30,55,84,84,84,84,84
GET,/product/1YMWWN1N4O,65,0,11,11.968514867700064,8.455371018499136,21.10680693294853,8037.246153846154,0.5440211439971159,0.0,11,12,13,13,16,17,21,21,21,21,21
GET,/product/2ZYFJ3GM2N,60,0,12,13.381464870568985,8.281952003017068,77.0993180340156,8024.333333333333,0.5021733636896455,0.0,12,12,13,13,18,25,32,77,77,77,77
GET,/product/66VCHSJNUP,68,0,12,14.394218314384275,8.585455012507737,54.03255403507501,7990.058823529412,0.5691298121815982,0.0,12,13,16,16,22,29,42,54,54,54,54
GET,/product/6E92ZMYYFZ,58,0,11,15.059588416800674,8.142437087371945,79.90813604556024,7972.0,0.48543425156665726,0.0,11,13,15,16,22,57,58,80,80,80,80
GET,/product/9SIQT8TOJO,57,0,12,15.954111890638607,7.864209939725697,182.5462729902938,8039.929824561404,0.47706469550516317,0.0,12,13,15,16,19,25,33,180,180,180,180
GET,/product/L9ECAV7KIM,61,0,12,13.743613193910875,7.867310894653201,37.471618968993425,7999.606557377049,0.5105429197511395,0.0,12,14,15,17,20,21,35,37,37,37,37
GET,/product/LS4PSXUNUM,56,0,12,15.453653146063775,8.73611494898796,86.29816304892302,8009.785714285715,0.4686951394436691,0.0,12,13,14,15,25,40,42,86,86,86,86
GET,/product/OLJCESPC7Z,61,0,12,14.886748623942621,8.936729980632663,85.75588290113956,8024.459016393443,0.5105429197511395,0.0,12,14,15,16,20,23,37,86,86,86,86
,Aggregated,3932,0,15,23.28530052385581,7.864209939725697,1137.016367050819,10620.763987792472,32.90909443379476,0.0,15,18,21,24,34,55,85,120,1100,1100,1100
