user_level,energy_source,throughput_mean,cpu_mean,cpu_max,energy_total,energy_per_request,p95_latency,error_rate
20,bpf_cpu_time,11.45816326530612,1.4983837056111942,1.7106031423090793,111166.4677686082,96.74359740234298,21.571428571428573,0.0
40,bpf_cpu_time,22.394949494949486,1.9154232635032993,2.239864898698992,113495.79640645816,50.53775585352812,31.626262626262626,0.0
60,bpf_cpu_time,34.13469387755103,2.3569999656764145,2.7231801381184817,117127.2740349314,34.2145673235554,61.795918367346935,0.0
80,bpf_cpu_time,45.617346938775526,2.6951174733767806,3.1546572517140996,119153.53922020325,26.0454501301122,74.07142857142857,0.0
100,bpf_cpu_time,55.86363636363637,2.9417660311265297,3.509038066091992,121994.41497782813,21.76991382799282,91.20202020202021,0.0
150,bpf_cpu_time,78.16020408163263,3.2750867260170518,3.922078963108467,127832.37402591138,16.30571326136544,391.6530612244898,0.0
200,bpf_cpu_time,98.21010101010104,3.46750459033748,4.25759869189311,133245.0072940011,13.524122065660091,345.1313131313131,0.0
300,bpf_cpu_time,123.31428571428573,3.5267153611322226,4.292510914873325,136168.14322388748,11.004419875305416,647.9591836734694,0.0
500,bpf_cpu_time,140.6212121212121,3.687100839855643,4.699264221025154,139023.08061645433,9.84727744403569,796.3030303030303,0.0
