Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1013,0,15,23.903274179370992,9.321145946159959,1058.0822979100049,10547.755182625864,8.502618035655132,0.0,15,17,18,19,25,43,63,150,1100,1100,1100
POST,/cart,119,0,24,27.50916684930753,15.455560991540551,94.85907712951303,18385.361344537814,0.9988267978706423,0.0,24,26,28,30,44,56,68,80,95,95,95
POST,/cart/checkout,59,0,15,19.35873425297313,9.780017891898751,85.9865581151098,6804.033898305085,0.49521664768376383,0.0,15,16,18,19,25,67,81,86,86,86,86
GET,/product/0PUK6V6EV0,14,0,10,10.034936530116413,8.721968159079552,14.211608096957207,8004.142857142857,0.11750903504360498,0.0,10,10,10,10,11,14,14,14,14,14,14
GET,/product/1YMWWN1N4O,14,0,10,10.591970124681081,8.091076975688338,15.269672963768244,8015.714285714285,0.11750903504360498,0.0,10,11,12,13,14,15,15,15,15,15,15
GET,/product/2ZYFJ3GM2N,16,0,10,11.056910996558145,7.9129240475595,16.81367214769125,8028.875,0.13429604004983425,0.0,11,12,13,13,17,17,17,17,17,17,17
GET,/product/66VCHSJNUP,19,0,11,15.108723683576835,8.40973504818976,99.67884398065507,8006.578947368421,0.15947654755917817,0.0,11,11,11,12,13,100,100,100,100,100,100
GET,/product/6E92ZMYYFZ,18,0,10,11.454777585135567,8.534193970263004,29.808632098138332,7964.777777777777,0.15108304505606354,0.0,10,10,10,11,21,30,30,30,30,30,30
GET,/product/9SIQT8TOJO,19,0,10,11.884118957248958,7.482578977942467,27.132702991366386,8038.894736842105,0.15947654755917817,0.0,10,11,13,16,17,27,27,27,27,27,27
GET,/product/L9ECAV7KIM,26,0,10,11.286495629554757,7.709078025072813,42.85980900749564,7995.192307692308,0.21823106508098067,0.0,10,10,11,12,12,15,43,43,43,43,43
GET,/product/LS4PSXUNUM,19,0,10,10.263105780866585,8.205095073208213,14.165499014779925,7991.578947368421,0.15947654755917817,0.0,10,10,11,13,13,14,14,14,14,14,14
GET,/product/OLJCESPC7Z,17,0,11,11.321991819011814,8.265693904832006,17.98600214533508,8010.411764705882,0.1426895425529489,0.0,11,11,11,12,16,18,18,18,18,18,18
,Aggregated,1353,0,15,22.539121916218875,7.482578977942467,1058.0822979100049,10769.426459719143,11.35640888671411,0.0,15,17,19,20,26,43,64,100,1100,1100,1100
