Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,6216,0,1900,1619.0089994662128,12.23485916852951,4185.337023809552,10540.16924066924,52.344454776269735,0.0,1900,2100,2200,2300,2500,2700,2900,3100,3700,4200,4200
POST,/cart,738,0,1200,1233.536524226167,19.908522255718708,3182.5473979115486,17490.386178861787,6.214640866294572,0.0,1200,1600,1800,1900,2100,2400,2700,3000,3200,3200,3200
POST,/cart/checkout,377,0,550,593.0497925950891,19.341607578098774,1682.5680239126086,6802.190981432361,3.174687813811726,0.0,550,740,840,940,1100,1300,1400,1500,1700,1700,1700
GET,/product/0PUK6V6EV0,119,0,770,744.0400840479787,15.694749541580677,2088.8998797163367,7982.714285714285,1.0020897873835422,0.0,770,900,1100,1200,1300,1600,1700,1800,2100,2100,2100
GET,/product/1YMWWN1N4O,122,0,800,816.2061260692531,15.314719639718533,2249.1379221901298,7997.3442622950815,1.0273525551327072,0.0,800,1000,1200,1200,1400,1600,1900,2100,2200,2200,2200
GET,/product/2ZYFJ3GM2N,116,0,840,817.1668081656741,13.226581737399101,1887.0963053777814,7987.706896551724,0.9768270196343772,0.0,850,1000,1100,1200,1300,1500,1600,1800,1900,1900,1900
GET,/product/66VCHSJNUP,124,0,790,771.7129466153922,21.36685512959957,2088.03303912282,7976.185483870968,1.044194400298817,0.0,790,940,1000,1200,1500,1800,1900,2100,2100,2100,2100
GET,/product/6E92ZMYYFZ,110,0,710,743.7870444306595,13.292365707457066,1857.457666657865,7955.845454545454,0.9263014841360474,0.0,710,900,1000,1100,1300,1600,1700,1800,1900,1900,1900
GET,/product/9SIQT8TOJO,111,0,810,809.683214688489,14.713658951222897,1851.9815504550934,8013.09009009009,0.9347224067191023,0.0,810,1000,1100,1200,1400,1600,1800,1800,1900,1900,1900
GET,/product/L9ECAV7KIM,128,0,810,815.119693041197,13.489698059856892,2081.362470984459,7973.171875,1.077878090631037,0.0,820,950,1000,1100,1400,1600,1900,1900,2100,2100,2100
GET,/product/LS4PSXUNUM,114,0,820,840.3755640529357,15.75737725943327,2097.248610109091,7968.517543859649,0.9599851744682674,0.0,820,990,1100,1300,1400,1600,2000,2000,2100,2100,2100
GET,/product/OLJCESPC7Z,109,0,800,812.5671960174217,11.984146200120449,2097.6514564827085,7996.5504587155965,0.9178805615529925,0.0,800,990,1200,1300,1500,1700,2000,2100,2100,2100,2100
,Aggregated,8384,0,1600,1435.6739874730351,11.984146200120449,4185.337023809552,10662.74570610687,70.60101493633292,0.0,1600,2000,2100,2200,2500,2700,2900,3100,3600,4200,4200
