Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,4675,4675,7,17.96102040001555,2.610742929391563,1087.8142119618133,0.0,39.125684490223584,39.125684490223584,7,8,10,11,15,22,37,74,1100,1100,1100
POST,/cart,596,596,7,17.87735972258156,3.0727600678801537,1057.8945009037852,0.0,4.988001701855242,4.988001701855242,7,8,9,10,15,25,40,76,1100,1100,1100
POST,/cart/checkout,236,236,7,13.560019566192118,3.638362046331167,1024.4346429826692,0.0,1.9751147678487198,1.9751147678487198,7,9,10,11,15,19,40,45,1000,1000,1000
GET,/product/0PUK6V6EV0,93,93,6,6.922370472532367,2.9776640003547072,21.376512944698334,0.0,0.7783291246183515,0.7783291246183515,6,7,8,9,11,13,15,21,21,21,21
GET,/product/1YMWWN1N4O,75,75,6,22.096919940474134,3.0144149204716086,1051.5599679201841,0.0,0.6276847779180253,0.6276847779180253,6,6,7,8,13,25,100,1100,1100,1100,1100
GET,/product/2ZYFJ3GM2N,86,86,6,7.154915447964138,2.7827289886772633,28.84043601807207,0.0,0.7197452120126691,0.7197452120126691,6,7,9,9,12,15,19,29,29,29,29
GET,/product/66VCHSJNUP,66,66,6,22.25554164033383,3.3683059737086296,1013.9230269705877,0.0,0.5523626045678623,0.5523626045678623,6,7,8,8,12,14,35,1000,1000,1000,1000
GET,/product/6E92ZMYYFZ,87,87,6,6.583423144986917,3.498225938528776,16.47090306505561,0.0,0.7281143423849095,0.7281143423849095,6,7,7,8,9,10,14,16,16,16,16
GET,/product/9SIQT8TOJO,76,76,6,7.43860770384536,2.690688008442521,36.13634908106178,0.0,0.6360539082902658,0.6360539082902658,6,7,8,8,12,21,30,36,36,36,36
GET,/product/L9ECAV7KIM,88,88,6,8.3598065367286,3.22736706584692,40.66866007633507,0.0,0.7364834727571498,0.7364834727571498,6,8,9,9,13,19,41,41,41,41,41
GET,/product/LS4PSXUNUM,92,92,7,19.11169113135775,3.667601034976542,1053.495560074225,0.0,0.7699599942461112,0.7699599942461112,7,8,9,10,13,16,27,1100,1100,1100,1100
GET,/product/OLJCESPC7Z,87,87,7,9.067210972298408,3.1128459377214313,109.85945700667799,0.0,0.7281143423849095,0.7281143423849095,7,8,9,9,11,18,32,110,110,110,110
,Aggregated,6257,6257,7,17.041546623243367,2.610742929391563,1087.8142119618133,0.0,52.3656487391078,52.3656487391078,7,8,9,10,15,22,35,69,1100,1100,1100
