Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1025,0,9,10.165950207993752,6.311375647783279,62.97454051673412,11447.0,8.600271574324621,0.0,9,10,10,10,12,16,28,32,42,63,63
GET,/api/products,621,0,9,9.74559885316233,6.389318034052849,47.43976891040802,6136.0,5.21050599771277,0.0,9,9,10,10,12,15,24,30,47,47,47
GET,/cart,347,0,9,10.37962200061045,6.279727444052696,56.518991477787495,9400.0,2.9115065719908713,0.0,9,9,10,10,13,18,29,39,57,57,57
POST,/cart,328,0,9,9.964491712020301,5.839772522449493,63.853273168206215,9400.0,2.752086903783878,0.0,9,9,10,10,12,15,25,30,64,64,64
,Aggregated,2321,0,9,10.056957331650963,5.839772522449493,63.853273168206215,9430.689788884101,19.47437104781214,0.0,9,9,10,10,12,15,27,32,57,64,64
