Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,0%,25%,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
PUT,/api/v1/consignservice/consigns,17,0,130,1516.7565421913478,61.84803042560816,8894.602121785283,389.05882352941177,0.14253371222294817,0.0,62,100,130,200,220,300,8500,8900,8900,8900,8900,8900,8900
GET,/api/v1/contactservice/contacts/account/4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,12,0,42,693.2101484853774,11.211576871573925,2728.17961871624,459.0,0.10061203215737517,0.0,11,15,61,70,2600,2600,2700,2700,2700,2700,2700,2700,2700
GET,/api/v1/executeservice/execute/collected/8177ac5a-61ac-42f4-83f4-bd7b394d0531,2,0,5100,5328.9819257333875,5074.170831590891,5583.793019875884,51.0,0.016768672026229194,0.0,5100,5100,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600
GET,/api/v1/executeservice/execute/collected/97760243-b2ce-4440-bd35-12aabf56f31b,1,0,179.3285831809044,179.3285831809044,179.3285831809044,179.3285831809044,51.0,0.008384336013114597,0.0,180,180,180,180,180,180,180,180,180,180,180,180,180
GET,/api/v1/executeservice/execute/collected/ee73889c-95fd-45db-8a89-d2e1bc8f12b9,1,0,518.3617444708943,518.3617444708943,518.3617444708943,518.3617444708943,51.0,0.008384336013114597,0.0,520,520,520,520,520,520,520,520,520,520,520,520,520
GET,/api/v1/executeservice/execute/execute/4b9e6ef3-61dc-4ac7-87ae-ace5ebd0d55d,1,0,216.3329003378749,216.3329003378749,216.3329003378749,216.3329003378749,51.0,0.008384336013114597,0.0,220,220,220,220,220,220,220,220,220,220,220,220,220
GET,/api/v1/executeservice/execute/execute/d3c91694-d5b8-424c-9974-e14c89226e49,1,0,7177.803819999099,7177.803819999099,7177.803819999099,7177.803819999099,51.0,0.008384336013114597,0.0,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
GET,/api/v1/executeservice/execute/execute/ee73889c-95fd-45db-8a89-d2e1bc8f12b9,2,0,280.02569265663624,330.97710413858294,280.02569265663624,381.92851562052965,51.0,0.016768672026229194,0.0,280,280,380,380,380,380,380,380,380,380,380,380,380
GET,/api/v1/executeservice/execute/execute/f833347b-0f81-44b4-8909-ce0746377a79,1,0,603.6728573963046,603.6728573963046,603.6728573963046,603.6728573963046,51.0,0.008384336013114597,0.0,600,600,600,600,600,600,600,600,600,600,600,600,600
GET,/api/v1/foodservice/foods/2021-07-14/Shang%20Hai/Su%20Zhou/D1345,28,0,1000,4742.267168459615,205.36683686077595,19441.855808719993,1090.0,0.23476140836720874,0.0,210,720,1000,1500,11000,12000,19000,19000,19000,19000,19000,19000,19000
POST,/api/v1/inside_pay_service/inside_payment,638,0,900,1082.6991955562842,23.674068972468376,10819.516529329121,72.14576802507837,5.349206376367113,0.0,24,550,900,1200,1300,1500,2000,2400,2700,3600,11000,11000,11000
POST,/api/v1/orderOtherService/orderOther/refresh,84,0,730,1847.698466885569,17.943630926311016,9388.25566880405,705.5238095238095,0.7042842251016262,0.0,18,380,820,1100,1700,2200,6700,8200,8600,9400,9400,9400,9400
POST,/api/v1/orderservice/order/refresh,84,0,1600,2443.092677187884,347.99603652209044,11653.895838186145,1562.202380952381,0.7042842251016262,0.0,350,990,1600,2100,2500,2900,6000,10000,11000,12000,12000,12000,12000
POST,/api/v1/preserveotherservice/preserveOther,3,0,24000,23401.143526968855,21493.094590492547,24670.787929557264,46.0,0.025153008039343793,0.0,21000,21000,24000,24000,25000,25000,25000,25000,25000,25000,25000,25000,25000
POST,/api/v1/preserveservice/preserve,4,0,30000,30004.608205053955,21474.66753050685,34491.61591287702,46.0,0.03353734405245839,0.0,21000,30000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000
POST,/api/v1/rebookservice/rebook,26,0,310,732.6339979011279,22.090421058237553,6584.598273038864,105.88461538461539,0.21799273634097954,0.0,22,110,400,550,600,620,1000,4100,6600,6600,6600,6600,6600
GET,/api/v1/routeservice/routes/92708982-77af-4318-be25-57ccb0ff69ad,16,16,2,2.780406386591494,1.6799960285425186,4.051246680319309,175.0,0.13414937620983355,0.13414937620983355,2,2,2,3,4,4,4,4,4,4,4,4,4
POST,/api/v1/travel2service/trips/left,20,0,15000,15776.216539274901,7428.029760718346,31429.112509824336,344.0,0.16768672026229195,0.0,7400,13000,15000,16000,18000,21000,23000,31000,31000,31000,31000,31000,31000
POST,/api/v1/travelplanservice/travelPlan/quickest,5,4,60000,54467.829006165266,32318.310254253447,60007.48441647738,227.4,0.04192168006557299,0.03353734405245839,32000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
POST,/api/v1/travelservice/trips/left,5,0,17000,17834.92200318724,13897.587664425373,25350.73202010244,327.0,0.04192168006557299,0.0,14000,15000,17000,18000,18000,25000,25000,25000,25000,25000,25000,25000,25000
POST,/api/v1/travelservice/trips/left_parallel,13,13,240,265.7066989833346,6.981134414672852,640.8553691580892,245.0,0.10899636817048977,0.10899636817048977,7,50,240,290,530,550,640,640,640,640,640,640,640
POST,/api/v1/users/login,204,0,16000,16821.98459112688,2867.849711328745,30589.970571920276,368.0,1.710404546675378,0.0,2900,13000,16000,19000,20000,21000,23000,25000,27000,28000,31000,31000,31000
,Aggregated,1219,33,1100,4652.29997379282,1.6799960285425186,60007.48441647738,337.0205086136177,10.220505599986694,0.2766830884327817,2,550,1100,1800,3000,10000,17000,21000,24000,28000,60000,60000,60000
