Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,0%,25%,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/orderservice/order/refresh,51,0,4300,5080.133491871404,308.1329260021448,12353.711042553186,1314.0,0.42655592812256515,0.0,310,1400,4300,6300,8300,9100,10000,12000,12000,12000,12000,12000,12000
POST,/api/v1/preserveotherservice/preserveOther,1,0,23860.488121397793,23860.488121397793,23860.488121397793,23860.488121397793,46.0,0.008363841727893433,0.0,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000
POST,/api/v1/rebookservice/rebook,28,0,1100,1612.6102715664144,70.59668190777302,5491.517934948206,87.78571428571429,0.23418756838101615,0.0,71,300,1300,1700,2500,2600,5300,5400,5500,5500,5500,5500,5500
GET,/api/v1/routeservice/routes/92708982-77af-4318-be25-57ccb0ff69ad,14,14,4,4.726710928870099,3.431917168200016,8.582052774727345,175.0,0.11709378419050807,0.11709378419050807,3,4,4,4,5,7,9,9,9,9,9,9,9
POST,/api/v1/travel2service/trips/left,7,0,13000,22530.587504218733,9409.821292385459,38744.12882886827,344.0,0.05854689209525404,0.0,9400,9600,13000,37000,39000,39000,39000,39000,39000,39000,39000,39000,39000
POST,/api/v1/travelplanservice/travelPlan/quickest,6,2,48000,51854.04302723085,45076.23449712992,60004.310827702284,317.0,0.05018305036736061,0.016727683455786867,45000,46000,52000,52000,60000,60000,60000,60000,60000,60000,60000,60000,60000
POST,/api/v1/travelservice/trips/left,4,0,17000,28517.547472845763,15071.830826811492,41871.57722841948,327.0,0.03345536691157373,0.0,15000,17000,41000,41000,42000,42000,42000,42000,42000,42000,42000,42000,42000
POST,/api/v1/travelservice/trips/left_parallel,10,10,70,982.2305402718484,9.268326684832573,2865.8340368419886,245.0,0.08363841727893434,0.08363841727893434,9,12,73,2300,2300,2300,2900,2900,2900,2900,2900,2900,2900
POST,/api/v1/users/login,135,23,39000,39590.21061565727,9392.999495379627,70666.53620637953,405.9925925925926,1.1291186332656136,0.19236835974154898,9400,28000,39000,44000,49000,57000,60000,60000,64000,67000,71000,71000,71000
,Aggregated,711,49,1200,10107.880664740476,3.431917168200016,70666.53620637953,296.9127988748242,5.946691468532231,0.40982824466677825,3,500,1200,3600,9900,21000,40000,49000,60000,60000,71000,71000,71000
