Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,0%,25%,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/v1/adminbasicservice/adminbasic/configs,6,0,120,2505.110628902912,24.58736300468445,7097.907311283052,191.0,0.05018305036736061,0.0,25,120,3500,3500,4200,4200,7100,7100,7100,7100,7100,7100,7100
GET,/api/v1/adminbasicservice/adminbasic/prices,3,0,210,1038.7243473281462,99.30625837296247,2802.5610959157348,1685.0,0.025091525183680304,0.0,99,99,210,210,2800,2800,2800,2800,2800,2800,2800,2800,2800
GET,/api/v1/assuranceservice/assurances/types,8,0,18,1159.3057560967281,11.761173605918884,3776.61578822881,108.0,0.06691073382314747,0.0,12,14,88,2600,2700,2700,3800,3800,3800,3800,3800,3800,3800
GET,/api/v1/cancelservice/cancel/8177ac5a-61ac-42f4-83f4-bd7b394d0531/4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,2,0,24225.20419675857,26166.15623794496,24225.20419675857,28107.108279131353,41.0,0.016727683455786867,0.0,24000,24000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000
GET,/api/v1/cancelservice/cancel/d3c91694-d5b8-424c-9974-e14c89226e49/4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,4,0,24000,24431.269014952704,22819.26395650953,26616.59008823335,41.0,0.03345536691157373,0.0,23000,24000,25000,25000,27000,27000,27000,27000,27000,27000,27000,27000,27000
PUT,/api/v1/consignservice/consigns,11,0,4700,3832.495054822754,78.85976880788803,9400.656589306891,390.72727272727275,0.09200225900682778,0.0,79,200,4700,6000,6900,6900,7700,9400,9400,9400,9400,9400,9400
GET,/api/v1/contactservice/contacts/account/4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,8,0,100,1093.0128348991275,24.4511179625988,3415.0882866233587,459.0,0.06691073382314747,0.0,24,99,100,2100,2800,2800,3400,3400,3400,3400,3400,3400,3400
GET,/api/v1/executeservice/execute/collected/8177ac5a-61ac-42f4-83f4-bd7b394d0531,1,0,5247.241256758571,5247.241256758571,5247.241256758571,5247.241256758571,51.0,0.008363841727893433,0.0,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200
GET,/api/v1/executeservice/execute/collected/d3c91694-d5b8-424c-9974-e14c89226e49,3,0,2000,2230.51114504536,1954.4533845037222,2778.4131364896894,51.0,0.025091525183680304,0.0,2000,2000,2000,2000,2800,2800,2800,2800,2800,2800,2800,2800,2800
GET,/api/v1/executeservice/execute/execute/8177ac5a-61ac-42f4-83f4-bd7b394d0531,5,0,3600,3145.0037743896246,1639.586708508432,4949.227902106941,51.0,0.04181920863946717,0.0,1600,2000,3600,3600,3600,4900,4900,4900,4900,4900,4900,4900,4900
GET,/api/v1/executeservice/execute/execute/d3c91694-d5b8-424c-9974-e14c89226e49,2,0,3514.2467049881816,3586.8843914940953,3514.2467049881816,3659.522078000009,51.0,0.016727683455786867,0.0,3500,3500,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700
GET,/api/v1/foodservice/foods/2021-07-14/Shang%20Hai/Su%20Zhou/D1345,14,0,1300,6671.367749505277,374.27055463194847,17962.818261235952,1090.0,0.11709378419050807,0.0,370,960,1500,12000,17000,18000,18000,18000,18000,18000,18000,18000,18000
POST,/api/v1/inside_pay_service/inside_payment,337,0,700,881.9933482404323,15.440559014678001,7900.769893079996,72.25519287833828,2.8186146623000874,0.0,15,400,700,900,1100,1200,1600,2100,3600,4100,7900,7900,7900
POST,/api/v1/orderOtherService/orderOther/refresh,51,0,5100,5240.756997783833,16.508967615664005,13827.052163891494,408.0,0.42655592812256515,0.0,17,400,5100,8300,9300,9500,12000,12000,13000,14000,14000,14000,14000
